TrackingTiming,PointMatchingTiming,TrackedPoints,TotalPoints,MissingPoints,CostMatrixTiming,EstimationDisplacementTiming,EstimationExtrapolationTiming,EstimationSpringTiming
2.4901,5.7036,192,192,0,4.6051,0.0005,0.0007,0.0094
2.4184,5.6468,192,192,0,4.4682,0.0005,0.0007,0.0099
2.3011,5.506,192,192,0,4.4275,0.0007,0.0005,0.0104
2.3178,5.5592,192,192,0,4.4541,0.0007,0.0005,0.0102
2.9496,5.6337,192,192,0,4.5498,0.0005,0.0005,0.0099
2.2504,5.4817,192,192,0,4.417,0.0007,0.0005,0.0097
2.3198,5.5495,192,192,0,4.461,0.0005,0.0005,0.0094
2.253,5.4901,192,192,0,4.4239,0.0007,0.0005,0.0094
2.3272,5.5477,192,192,0,4.4656,0.0005,0.0005,0.0094
2.2371,5.4888,192,192,0,4.4228,0.0005,0.0005,0.0094
2.2589,5.4845,192,192,0,4.4205,0.0007,0.0005,0.0092
2.2865,5.4791,192,192,0,4.4141,0.0005,0.0005,0.0094
2.6224,5.562,192,192,0,4.483,0.0005,0.0007,0.0094
2.2709,5.4986,192,192,0,4.429,0.0005,0.0007,0.0092
2.308,5.4771,192,192,0,4.4167,0.0005,0.0005,0.0087
2.5625,5.7034,192,192,0,4.5493,0.0005,0.0007,0.012
2.3905,5.6591,192,192,0,4.4984,0.0007,0.0005,0.0087
2.3395,5.6166,192,192,0,4.4699,0.0005,0.0005,0.0104
2.3272,5.5654,192,192,0,4.4705,0.0005,0.0005,0.0112
2.3006,5.4781,192,192,0,4.4167,0.0005,0.0007,0.0089
2.2824,5.4845,192,192,0,4.4228,0.0005,0.0007,0.0094
2.372,5.5782,192,192,0,4.4776,0.001,0.0007,0.0176
2.7537,5.5434,192,192,0,4.4659,0.0007,0.0005,0.0099
2.3585,5.5339,192,192,0,4.4502,0.0005,0.0005,0.0092
2.295,5.4929,192,192,0,4.4244,0.0005,0.0005,0.0092
2.8933,5.5362,192,192,0,4.4513,0.0005,0.0007,0.0104
2.2888,5.4878,192,192,0,4.4126,0.0005,0.0005,0.0089
2.3265,5.5541,192,192,0,4.4763,0.0007,0.0005,0.011
2.3272,5.5229,192,192,0,4.4333,0.0005,0.0007,0.0094
2.2929,5.4865,192,192,0,4.4195,0.0005,0.0007,0.0089
2.6462,5.5876,192,192,0,4.4902,0.0007,0.0005,0.0099
2.2827,5.485,192,192,0,4.4149,0.0005,0.0005,0.0092
2.338,5.5613,192,192,0,4.4666,0.0005,0.0005,0.0094
2.3641,5.5577,192,192,0,4.4638,0.0005,0.0005,0.0097
2.273,5.4893,192,192,0,4.4223,0.0007,0.0005,0.0092
2.3201,5.4924,192,192,0,4.4275,0.0007,0.0007,0.0089
2.3416,5.5864,192,192,0,4.5058,0.0005,0.0005,0.0102
2.2827,5.4855,192,192,0,4.4216,0.0005,0.0005,0.0089
2.2855,5.5001,192,192,0,4.4323,0.0007,0.0005,0.0094
2.2791,5.5055,192,192,0,4.4377,0.001,0.0012,0.0097
2.3674,5.5451,192,192,0,4.4646,0.0005,0.0007,0.0097
2.3216,5.4911,192,192,0,4.4272,0.0007,0.0005,0.0092
2.4112,5.5853,192,192,0,4.4799,0.0005,0.0007,0.0097
2.2742,5.539,192,192,0,4.4705,0.0005,0.0005,0.0092
2.2983,5.5019,192,192,0,4.4321,0.0005,0.0007,0.0092
2.5561,5.5027,192,192,0,4.4333,0.0005,0.0007,0.0087
3.8906,6.4731,192,192,0,5.3101,0.0005,0.0007,0.0099
2.3943,5.5715,192,192,0,4.473,0.0005,0.0007,0.0107
2.3877,5.5795,192,192,0,4.5007,0.0005,0.0007,0.0097
2.3953,5.5643,192,192,0,4.481,0.0005,0.0005,0.0097
2.2973,5.4671,191,192,1,4.4052,1.0941,0.8637,1.4486
2.3723,5.5475,191,192,1,4.463,0.0033,0.0017,0.0399
2.3644,5.537,191,192,1,4.4456,0.0038,0.0017,0.0404
2.3047,5.605,191,192,1,4.5122,0.0033,0.0017,0.0442
2.2886,5.4806,191,192,1,4.4152,0.0033,0.0015,0.0373
2.3572,5.5459,191,192,1,4.4538,0.0038,0.0017,0.0432
2.2776,5.4499,190,192,2,4.3839,0.0038,0.002,0.0501
2.3536,5.5009,189,192,3,4.4272,0.0092,0.003,0.0606
2.3518,5.476,189,192,3,4.4036,0.0058,0.0035,0.0614
2.4724,5.4852,189,192,3,4.4111,0.0056,0.0122,0.0601
2.5594,5.4008,188,192,4,4.3468,0.0056,0.0033,0.0647
2.297,5.434,188,192,4,4.3747,0.0063,0.003,0.0824
2.7722,5.4663,188,192,4,4.3906,0.0066,0.004,0.0665
2.2783,5.3785,187,192,5,4.3271,0.0066,0.0038,0.0775
2.3421,5.4276,187,192,5,4.3568,0.0079,0.0046,0.0903
2.2753,5.3882,186,192,6,4.3271,0.0145,0.0038,0.0855
2.3444,5.453,186,192,6,4.3852,0.0079,0.004,0.089
2.2773,5.3378,186,192,6,4.2925,0.0076,0.0043,0.0849
2.2763,5.3457,186,192,6,4.2951,0.0074,0.0038,0.0844
2.2732,5.3265,185,192,7,4.2823,0.0076,0.0038,0.0942
2.2937,10.5952,186,192,6,4.2951,0.0079,0.004,0.0916
2.2632,6.2356,187,192,5,4.3368,0.0066,0.0035,0.078
2.3656,5.5858,187,192,5,4.388,0.0069,0.0035,0.0826
2.2865,5.3531,186,192,6,4.3,0.0074,0.0038,0.0957
2.3341,5.347,186,192,6,4.2969,0.0071,0.0038,0.0852
2.5953,5.3898,186,192,6,4.3325,0.0071,0.0038,0.0872
2.3772,5.3931,186,192,6,4.334,0.0076,0.004,0.0911
2.3585,5.3511,186,192,6,4.3,0.0092,0.0046,0.0926
2.3065,5.3731,187,192,5,4.3204,0.0061,0.0033,0.077
2.3242,5.4266,187,192,5,4.3683,0.0061,0.0035,0.0867
2.3265,5.4241,187,192,5,4.3622,0.0066,0.004,0.0839
2.2911,5.4028,188,192,4,4.3471,0.0058,0.003,0.0688
2.7427,5.3759,187,192,5,4.3276,0.0061,0.0035,0.0734
2.2676,5.3685,187,192,5,4.3156,0.0066,0.0038,0.0767
2.3423,5.4883,187,192,5,4.4213,0.0066,0.0038,0.077
2.2855,5.367,187,192,5,4.3199,0.0097,0.003,0.0775
2.2709,5.3698,187,192,5,4.3204,0.0066,0.0035,0.0791
2.2719,5.4555,187,192,5,4.3942,0.0066,0.0035,0.0767
2.3262,5.4164,187,192,5,4.3642,0.0063,0.0033,0.0849
2.6544,5.3772,187,192,5,4.3215,0.0071,0.003,0.0734
2.7005,5.4858,187,192,5,4.4139,0.0071,0.004,0.0883
2.3234,5.4215,187,192,5,4.3496,0.0074,0.0038,0.0767
2.2888,5.3731,187,192,5,4.3233,0.0061,0.0033,0.0765
2.2893,5.3747,187,192,5,4.3233,0.0063,0.0035,0.0788
2.2937,5.401,187,192,5,4.3478,0.0066,0.0035,0.0773
2.3185,5.4166,187,192,5,4.3527,0.0066,0.0038,0.0798
2.4212,5.3777,186,192,6,4.311,0.0092,0.004,0.0929
2.3004,5.3388,186,192,6,4.2905,0.0079,0.0038,0.0852
2.2791,7.3272,187,192,5,4.321,0.0066,0.0033,0.0757
2.3311,5.4299,187,192,5,4.367,0.0066,0.0035,0.0778
2.2812,5.3706,187,192,5,4.3204,0.0066,0.0035,0.0908
2.2819,5.3703,187,192,5,4.3115,0.0066,0.0033,0.0783
2.2937,5.7251,187,192,5,4.6548,0.0066,0.0035,0.0872
2.317,5.4988,188,192,4,4.4239,0.0063,0.003,0.0693
2.3324,6.2676,189,192,3,4.3696,0.0053,0.0025,0.0578
2.572,5.4824,189,192,3,4.4062,0.0051,0.0028,0.0575
2.3393,5.5006,190,192,2,4.4213,0.0043,0.002,0.0524
2.3623,5.6289,190,192,2,4.4843,0.0056,0.0028,0.057
2.3516,5.5009,190,192,2,4.4267,0.0048,0.0023,0.0509
2.7379,5.5211,190,192,2,4.4487,0.0051,0.002,0.0465
2.3347,8.2541,191,192,1,4.4157,0.003,0.0015,0.0383
2.3277,5.5472,191,192,1,4.4659,0.003,0.0015,0.0386
2.3237,5.5221,191,192,1,4.4495,0.003,0.0015,0.0368
2.287,5.4584,191,192,1,4.4036,0.0028,0.0015,0.0381
2.4547,5.582,191,192,1,4.5055,0.003,0.0015,0.0386
2.2812,5.4765,191,192,1,4.4198,0.003,0.0015,0.0509
2.2824,5.4648,191,192,1,4.4072,0.0028,0.0017,0.036
2.68,5.4991,191,192,1,4.4285,0.0033,0.0015,0.0373
2.3452,5.4719,191,192,1,4.4062,0.0033,0.0017,0.0381
2.369,5.4712,191,192,1,4.4083,0.003,0.0015,0.0368
2.6693,5.6232,191,192,1,4.5365,0.003,0.0023,0.0386
2.5548,5.5418,191,192,1,4.4559,0.003,0.0017,0.0414
2.3446,5.5275,191,192,1,4.4461,0.0035,0.0015,0.0394
2.3605,5.5334,191,192,1,4.4612,0.003,0.0015,0.0401
2.3183,5.5121,191,192,1,4.4354,0.0033,0.0017,0.0378
2.3531,5.5208,191,192,1,4.4428,0.0033,0.0017,0.0386
2.3239,5.5902,191,192,1,4.5055,0.0033,0.0017,0.0481
2.2835,5.4632,191,192,1,4.397,0.003,0.0017,0.0383
2.3096,5.4681,191,192,1,4.4001,0.003,0.0017,0.0381
2.2863,5.4632,190,192,2,4.3929,0.0043,0.002,0.0501
2.7903,5.4433,190,192,2,4.3847,0.0043,0.0017,0.0455
2.361,5.5032,190,192,2,4.4252,0.004,0.0023,0.0481
2.3564,5.6237,189,192,3,4.4262,0.0048,0.0025,0.0593
2.561,5.5139,190,192,2,4.431,0.004,0.0025,0.0501
2.3626,5.4502,190,192,2,4.387,0.0046,0.0023,0.0458
2.6198,5.5101,190,192,2,4.4364,0.004,0.0023,0.0491
2.3006,5.5879,190,192,2,4.5048,0.004,0.0023,0.0504
2.3713,5.4709,190,192,2,4.4013,0.0063,0.0035,0.0529
2.3254,5.5124,190,192,2,4.4362,0.0051,0.002,0.0496
2.3623,5.5439,190,192,2,4.4595,0.004,0.0023,0.0624
2.3449,6.4542,191,192,1,4.4513,0.0033,0.0017,0.0391
2.3531,5.635,191,192,1,4.4669,0.0028,0.0015,0.0386
2.3449,5.5147,191,192,1,4.4385,0.003,0.0015,0.0386
2.338,5.5321,191,192,1,4.4515,0.003,0.0015,0.0399
2.339,5.5034,191,192,1,4.4313,0.0033,0.0017,0.0414
2.329,5.4939,191,192,1,4.4226,0.0038,0.0017,0.0412
2.349,6.435,192,192,0,4.4336,0.0007,0.0005,0.0099
2.3352,5.5446,192,192,0,4.4669,0.0007,0.0007,0.0097
2.4296,5.5239,192,192,0,4.4541,0.0007,0.0007,0.0104
2.3388,5.5403,192,192,0,4.4692,0.0005,0.0005,0.0092
2.6457,5.5531,192,192,0,4.4748,0.0007,0.0005,0.0102
2.3756,5.5334,192,192,0,4.4492,0.0005,0.0005,0.0094
2.3564,5.5285,192,192,0,4.4369,0.0005,0.0005,0.0104
2.383,5.5472,192,192,0,4.4728,0.0005,0.0005,0.0089
2.3331,5.5236,192,192,0,4.4546,0.0005,0.0007,0.0094
2.3574,5.5572,192,192,0,4.4774,0.0005,0.0007,0.0092
2.3631,5.5454,192,192,0,4.4523,0.0007,0.0005,0.0097
2.508,5.6726,192,192,0,4.5841,0.0007,0.0005,0.012
2.3413,6.0244,192,192,0,4.4341,0.0007,0.0007,0.013
2.3685,5.5536,192,192,0,4.4763,0.0007,0.0005,0.0092
2.3254,5.5244,192,192,0,4.4479,0.0007,0.0005,0.0092
2.3459,5.5126,192,192,0,4.4369,0.0005,0.0005,0.0097
2.3595,5.5206,192,192,0,4.4436,0.0005,0.0005,0.0092
2.4286,7.4337,192,192,0,5.6821,0.001,0.001,0.0145
2.3265,5.5403,192,192,0,4.4523,0.0005,0.0005,0.0087
2.6296,5.5103,192,192,0,4.4349,0.0005,0.0007,0.0099
2.3413,5.505,192,192,0,4.428,0.0007,0.0005,0.0094
2.6897,5.5848,192,192,0,4.4659,0.0007,0.0007,0.0097
2.3705,5.5331,192,192,0,4.4495,0.0005,0.0007,0.0087
2.4017,6.106,192,192,0,4.962,0.0007,0.0005,0.0099
2.3626,5.5423,192,192,0,4.4618,0.0005,0.0007,0.011
2.3567,5.5134,192,192,0,4.4397,0.0005,0.0005,0.0094
2.372,5.4932,192,192,0,4.4241,0.0005,0.0007,0.0097
2.3574,5.5354,192,192,0,4.4523,0.0005,0.0005,0.0092
2.361,5.5659,192,192,0,4.4843,0.0005,0.0007,0.0097
2.4581,5.5713,192,192,0,4.4636,0.0005,0.0007,0.0092
2.351,5.508,192,192,0,4.4339,0.0005,0.0005,0.0099
2.3818,5.5485,192,192,0,4.4469,0.0005,0.0007,0.0112
2.3656,5.5027,192,192,0,4.4333,0.0007,0.0005,0.0097
2.3564,5.5464,192,192,0,4.4715,0.0005,0.0007,0.0097
2.6462,5.5876,192,192,0,4.5014,0.0007,0.0005,0.0094
2.4268,5.5771,192,192,0,4.5012,0.0005,0.0007,0.0104
2.7814,5.7348,192,192,0,4.5547,0.0005,0.0007,0.0104
2.3715,5.5702,192,192,0,4.4871,0.0007,0.0007,0.0097
2.3654,5.5098,192,192,0,4.4387,0.0005,0.0005,0.0102
2.37,5.5101,192,192,0,4.4326,0.0005,0.0007,0.0092
2.3523,5.561,192,192,0,4.481,0.0005,0.0007,0.0097
2.3769,5.6109,192,192,0,4.5137,0.0005,0.0007,0.0099
2.3608,5.5408,192,192,0,4.4589,0.0005,0.0007,0.0094
2.4939,5.7584,192,192,0,4.6361,0.0005,0.0007,0.0092
2.3685,5.5137,192,192,0,4.4397,0.0005,0.0007,0.0092
2.3877,5.54,192,192,0,4.4566,0.0007,0.0005,0.0089
2.3779,5.5613,192,192,0,4.4817,0.0007,0.0005,0.0094
2.3866,5.7028,192,192,0,4.4436,0.0007,0.001,0.0179
2.3303,5.5398,192,192,0,4.4607,0.0005,0.0005,0.0092
2.6685,5.5393,192,192,0,4.4587,0.0005,0.0005,0.0092
2.6964,5.486,192,192,0,4.4198,0.0007,0.0007,0.0094
2.3841,5.645,192,192,0,4.4725,0.0005,0.0007,0.0092
2.3733,5.5405,192,192,0,4.4648,0.0005,0.0005,0.0094
2.3382,5.5528,192,192,0,4.4748,0.0005,0.0005,0.0089
2.3651,5.5674,192,192,0,4.4789,0.0005,0.0007,0.0092
2.5149,5.551,192,192,0,4.4748,0.0007,0.0005,0.0094
2.3938,5.5016,192,192,0,4.4287,0.0005,0.0007,0.0092
2.3659,5.5001,192,192,0,4.4295,0.0005,0.0005,0.0094
2.3848,5.538,192,192,0,4.4636,0.0005,0.0005,0.0087
2.3367,5.5267,192,192,0,4.4523,0.0007,0.0005,0.0094
2.4097,5.5155,192,192,0,4.4431,0.0005,0.0007,0.0099
2.4084,5.5362,192,192,0,4.4449,0.0005,0.0007,0.0102
2.3853,5.5462,192,192,0,4.4682,0.0007,0.0007,0.0107
2.3436,5.5569,192,192,0,4.4536,0.0007,0.0005,0.0089
2.66,5.5357,192,192,0,4.4628,0.0005,0.0005,0.0089
2.3477,5.507,192,192,0,4.4333,0.0005,0.0005,0.0094
2.3894,5.5316,192,192,0,4.451,0.0007,0.0005,0.0094
2.4025,5.549,192,192,0,4.4692,0.0005,0.0005,0.0089
2.3311,5.5229,192,192,0,4.4518,0.0007,0.0005,0.0097
2.3715,5.5413,192,192,0,4.461,0.0007,0.0005,0.0102
2.3915,5.5413,192,192,0,4.4643,0.0005,0.0005,0.0089
2.8886,5.5211,192,192,0,4.4254,0.0007,0.0005,0.0102
3.8154,7.1385,192,192,0,5.9553,0.0005,0.0005,0.0092
2.3569,5.5055,192,192,0,4.438,0.0005,0.0005,0.0094
2.3444,5.5306,192,192,0,4.4518,0.0005,0.0005,0.0089
2.3551,5.5275,192,192,0,4.4508,0.0007,0.0007,0.0087
2.3746,5.5085,192,192,0,4.4295,0.0005,0.0007,0.0107
2.3715,5.5323,192,192,0,4.4564,0.0005,0.0007,0.0087
2.3902,5.5999,192,192,0,4.5181,0.0079,0.0005,0.0092
3.0453,5.4947,192,192,0,4.4254,0.0005,0.0007,0.0094
2.3685,5.5285,192,192,0,4.4474,0.0005,0.0007,0.0094
2.3477,5.5152,192,192,0,4.4303,0.0007,0.0007,0.0094
2.3257,5.5198,192,192,0,4.4331,0.0005,0.0007,0.0122
2.3193,5.4878,192,192,0,4.4223,0.0005,0.0005,0.0166
2.6449,6.1795,192,192,0,5.0849,0.0007,0.0005,0.0089
2.3828,5.581,192,192,0,4.4771,0.0005,0.0005,0.0097
2.3628,5.5359,192,192,0,4.4623,0.0005,0.0005,0.0089
2.359,5.5444,192,192,0,4.4643,0.0005,0.0005,0.0097
2.35,5.5254,192,192,0,4.4454,0.0005,0.0007,0.0102
2.3167,5.5162,192,192,0,4.4367,0.0005,0.0005,0.0099
2.3262,5.4986,192,192,0,4.4308,0.0005,0.0005,0.0097
2.4319,5.5687,192,192,0,4.4866,0.0007,0.0005,0.0097
2.4353,5.5884,192,192,0,4.494,0.0005,0.0005,0.0099
2.4819,5.5564,192,192,0,4.4674,0.0005,0.0005,0.0092
2.6657,5.5185,192,192,0,4.4441,0.0007,0.0005,0.0094
2.4263,5.5451,192,192,0,4.4592,0.0005,0.0007,0.0099
2.4918,5.5802,192,192,0,4.4989,0.0005,0.0007,0.0099
2.4601,5.6214,192,192,0,4.4646,0.0005,0.001,0.0117
2.4355,5.5352,192,192,0,4.4546,0.0007,0.0005,0.0099
2.4409,5.6068,192,192,0,4.5032,0.0005,0.0007,0.0107
2.4358,5.5884,192,192,0,4.4986,0.0007,0.0005,0.0097
2.4253,5.5533,192,192,0,4.4589,0.0005,0.0005,0.0092
2.3923,5.4983,192,192,0,4.4254,0.0007,0.0005,0.0094
2.39,5.517,192,192,0,4.4403,0.0007,0.0007,0.0104
2.3777,5.4899,192,192,0,4.417,0.0005,0.0005,0.0102
2.3702,5.4978,192,192,0,4.4228,0.0007,0.0007,0.0104
2.3984,5.5912,192,192,0,4.5055,0.0005,0.0005,0.0094
2.348,5.537,192,192,0,4.4607,0.0007,0.0005,0.0092
2.476,5.4868,192,192,0,4.4185,0.0005,0.0005,0.0094
2.6885,5.4968,192,192,0,4.4267,0.0007,0.0005,0.0094
2.3894,5.5011,192,192,0,4.431,0.0005,0.0007,0.0092
2.6099,5.5933,192,192,0,4.4592,0.0005,0.0005,0.0094
2.4015,5.5961,192,192,0,4.474,0.0005,0.0005,0.0092
2.4168,5.5469,192,192,0,4.4676,0.0007,0.0005,0.0089
2.3659,5.871,192,192,0,4.781,0.0005,0.0005,0.0107
2.4737,5.5585,192,192,0,4.4554,0.0005,0.0007,0.0099
2.3805,5.5088,192,192,0,4.4277,0.0005,0.0005,0.0097
2.3917,5.5423,192,192,0,4.4612,0.0005,0.0005,0.0094
2.3797,5.5477,192,192,0,4.4697,0.0005,0.0007,0.0092
2.38,5.5083,192,192,0,4.4356,0.0005,0.001,0.0099
2.3595,5.5649,192,192,0,4.4779,0.0007,0.0005,0.0087
4.0716,6.221,192,192,0,5.0426,0.0005,0.0007,0.0097
2.3866,5.4927,192,192,0,4.4221,0.0005,0.0007,0.0092
2.3853,5.5178,192,192,0,4.4413,0.0005,0.0005,0.0094
2.6669,5.5623,192,192,0,4.4774,0.0005,0.0007,0.0099
2.3446,5.5139,192,192,0,4.4377,0.0007,0.0005,0.0112
2.371,5.5065,192,192,0,4.4333,0.0005,0.0007,0.0099
2.3923,5.5175,192,192,0,4.4479,0.0007,0.0005,0.0092
2.3889,5.5661,192,192,0,4.4789,0.0005,0.0005,0.0102
2.351,5.5096,192,192,0,4.4336,0.0005,0.0007,0.0107
2.8536,5.562,192,192,0,4.4697,0.0007,0.0005,0.0089
2.3761,5.5349,192,192,0,4.4584,0.0005,0.0005,0.0097
2.3316,5.4924,192,192,0,4.4226,0.0007,0.0007,0.0099
2.4017,5.5152,192,192,0,4.4349,0.0005,0.0005,0.0102
2.3738,5.5403,192,192,0,4.4551,0.0005,0.0007,0.0099
2.3562,5.4911,192,192,0,4.4188,0.0005,0.001,0.0104
2.3523,5.5083,192,192,0,4.4328,0.0005,0.0005,0.0094
2.3178,5.6104,192,192,0,4.5278,0.0007,0.0007,0.0094
2.7455,5.5669,192,192,0,4.484,0.0005,0.0005,0.0099
2.6797,5.507,192,192,0,4.4372,0.0005,0.0005,0.0092
2.3516,5.5029,192,192,0,4.4292,0.0005,0.0007,0.0104
2.3533,5.528,192,192,0,4.4477,0.0007,0.0005,0.0099
2.3375,5.5482,192,192,0,4.4751,0.0005,0.0005,0.0094
2.3009,5.4945,192,192,0,4.4259,0.0005,0.0005,0.0092
2.3062,5.5917,192,192,0,4.4671,0.0005,0.0005,0.0099
2.6165,5.5674,192,192,0,4.4689,0.0005,0.0005,0.0092
2.383,5.5024,192,192,0,4.4275,0.0005,0.0005,0.0094
2.4304,5.5503,192,192,0,4.4697,0.0005,0.0005,0.0094
2.35,5.5449,192,192,0,4.4615,0.0007,0.0005,0.0092
2.3121,5.5362,192,192,0,4.4546,0.0005,0.0007,0.0092
2.3541,5.5395,192,192,0,4.4536,0.0005,0.0007,0.0094
2.3513,5.5116,192,192,0,4.4285,0.0005,0.0005,0.0097
2.3482,5.5242,192,192,0,4.4497,0.0005,0.0007,0.0102
2.3493,5.5382,192,192,0,4.4572,0.0005,0.0005,0.0089
2.6334,5.5219,192,192,0,4.4364,0.0005,0.0005,0.0102
2.3912,5.5354,192,192,0,4.4636,0.0005,0.0005,0.0097
2.3843,5.5605,192,192,0,4.471,0.0007,0.0005,0.0092
2.6733,5.6222,192,192,0,4.5252,0.0005,0.0005,0.0092
2.3382,5.5272,192,192,0,4.4326,0.0007,0.0005,0.0097
2.8282,5.5953,192,192,0,4.4922,0.0005,0.0007,0.0087
2.413,5.5649,192,192,0,4.4615,0.0005,0.0005,0.0089
2.3252,5.5436,192,192,0,4.4659,0.0007,0.0005,0.0089
2.4089,5.5364,192,192,0,4.4446,0.0005,0.0005,0.0094
2.5484,5.5787,192,192,0,4.4812,0.0005,0.0005,0.0102
2.4583,5.5692,192,192,0,4.4794,0.0005,0.0005,0.0092
2.4645,5.5659,192,192,0,4.4615,0.0005,0.0005,0.0099
2.5292,5.5738,192,192,0,4.4891,0.0005,0.0007,0.0094
2.8874,5.5702,192,192,0,4.484,0.0005,0.0007,0.0089
2.3774,5.5618,192,192,0,4.4838,0.0005,0.0005,0.0089
2.713,5.5838,192,192,0,4.4996,0.0005,0.0005,0.0094
2.3103,5.4837,192,192,0,4.4152,0.0007,0.0005,0.0092
2.3782,5.5216,192,192,0,4.4367,0.0007,0.001,0.0163
2.4793,5.5761,192,192,0,4.4868,0.0005,0.0005,0.0087
2.3487,5.5093,192,192,0,4.4387,0.0005,0.0007,0.0102
2.3464,5.5172,192,192,0,4.4395,0.0007,0.0005,0.0102
2.4353,5.6842,192,192,0,4.4991,0.0005,0.0005,0.0089
2.4875,5.5495,192,192,0,4.4671,0.0007,0.0007,0.0087
2.4519,5.5426,192,192,0,4.4602,0.0005,0.0007,0.0092
2.9969,5.5485,192,192,0,4.4344,0.0007,0.0005,0.0102
2.402,5.5656,192,192,0,4.463,0.0005,0.0005,0.0089
2.3984,5.5674,192,192,0,4.4784,0.0005,0.0007,0.0092
2.4757,5.6112,192,192,0,4.493,0.0005,0.0005,0.0092
2.5167,7.564,192,192,0,6.0825,0.0005,0.0007,0.0092
2.6703,5.5411,192,192,0,4.4538,0.0005,0.0007,0.0099
2.6905,5.5024,192,192,0,4.4234,0.0007,0.0007,0.0099
2.4389,5.5623,192,192,0,4.4789,0.0005,0.0005,0.0089
2.8769,5.5449,192,192,0,4.4653,0.0005,0.0007,0.0097
2.4819,5.5416,192,192,0,4.4559,0.0005,0.0007,0.0089
2.3823,5.5569,192,192,0,4.4359,0.0005,0.0007,0.0104
2.5436,5.549,192,192,0,4.4656,0.0005,0.0005,0.0092
2.3544,5.6081,192,192,0,4.5096,0.0005,0.0007,0.0087
2.3856,5.4886,192,192,0,4.4208,0.0005,0.0005,0.0092
2.3641,5.5295,192,192,0,4.4546,0.0007,0.0005,0.0087
2.4847,5.5387,192,192,0,4.4574,0.0007,0.0005,0.0094
2.3892,5.5344,192,192,0,4.4597,0.0007,0.0005,0.0092
2.4261,5.5131,192,192,0,4.4323,0.0005,0.0005,0.0097
