Run,Model,Location,Intensity,Direction,Error,Occlusions,Z-Movement
10,Baseline,edge,Strong,xyz+,0.156509,2,True
2,Displacement,edge,Light,xyz-,0.010723,2,True
2,Extrapolation,edge,Light,xyz-,0.024932,2,True
2,Spring,edge,Light,xyz-,0.034437,2,True
2,Baseline,edge,Light,xyz-,0.012098,2,True
3,Displacement,edge,Light,xyz-,0.014755,2,True
3,Extrapolation,edge,Light,xyz-,0.023618,2,True
3,Spring,edge,Light,xyz-,0.029648,2,True
3,Baseline,edge,Light,xyz-,0.016389,2,True
4,Displacement,edge,Light,xyz-,0.019452,2,True
4,Extrapolation,edge,Light,xyz-,0.018245,2,True
4,Spring,edge,Light,xyz-,0.023367,2,True
4,Baseline,edge,Light,xyz-,0.022256,2,True
5,Displacement,edge,Light,xyz-,0.019500,2,True
5,Extrapolation,edge,Light,xyz-,0.021653,2,True
5,Spring,edge,Light,xyz-,0.020794,2,True
5,Baseline,edge,Light,xyz-,0.025783,2,True
6,Displacement,edge,Light,xyz-,0.023209,2,True
6,Extrapolation,edge,Light,xyz-,0.027312,2,True
6,Spring,edge,Light,xyz-,0.021398,2,True
6,Baseline,edge,Light,xyz-,0.031640,2,True
7,Displacement,edge,Light,xyz-,0.025821,2,True
7,Extrapolation,edge,Light,xyz-,0.022601,2,True
7,Spring,edge,Light,xyz-,0.015609,2,True
7,Baseline,edge,Light,xyz-,0.036491,2,True
8,Displacement,edge,Light,xyz-,0.029214,2,True
8,Extrapolation,edge,Light,xyz-,0.026006,2,True
8,Spring,edge,Light,xyz-,0.019088,2,True
8,Baseline,edge,Light,xyz-,0.042549,2,True
9,Displacement,edge,Light,xyz-,0.032059,2,True
9,Extrapolation,edge,Light,xyz-,0.023036,2,True
9,Spring,edge,Light,xyz-,0.019090,2,True
9,Baseline,edge,Light,xyz-,0.046852,2,True
10,Displacement,edge,Light,xyz-,0.035756,2,True
10,Extrapolation,edge,Light,xyz-,0.024387,2,True
10,Spring,edge,Light,xyz-,0.022571,2,True
10,Baseline,edge,Light,xyz-,0.052514,2,True
1,Displacement,edge,Medium,xyz-,0.041997,2,True
1,Extrapolation,edge,Medium,xyz-,0.021681,2,True
1,Spring,edge,Medium,xyz-,0.026388,2,True
1,Baseline,edge,Medium,xyz-,0.059486,2,True
2,Displacement,edge,Medium,xyz-,0.045451,2,True
2,Extrapolation,edge,Medium,xyz-,0.022351,2,True
2,Spring,edge,Medium,xyz-,0.028721,2,True
2,Baseline,edge,Medium,xyz-,0.063701,2,True
3,Displacement,edge,Medium,xyz-,0.051410,2,True
3,Extrapolation,edge,Medium,xyz-,0.027311,2,True
3,Spring,edge,Medium,xyz-,0.037517,2,True
3,Baseline,edge,Medium,xyz-,0.072030,2,True
4,Displacement,edge,Medium,xyz-,0.053834,2,True
4,Extrapolation,edge,Medium,xyz-,0.025655,2,True
4,Spring,edge,Medium,xyz-,0.038904,2,True
4,Baseline,edge,Medium,xyz-,0.076409,2,True
5,Displacement,edge,Medium,xyz-,0.058749,2,True
5,Extrapolation,edge,Medium,xyz-,0.031067,2,True
5,Spring,edge,Medium,xyz-,0.045793,2,True
5,Baseline,edge,Medium,xyz-,0.083351,2,True
6,Displacement,edge,Medium,xyz-,0.061055,2,True
6,Extrapolation,edge,Medium,xyz-,0.032132,2,True
6,Spring,edge,Medium,xyz-,0.049681,2,True
6,Baseline,edge,Medium,xyz-,0.088810,2,True
7,Displacement,edge,Medium,xyz-,0.063323,2,True
7,Extrapolation,edge,Medium,xyz-,0.032616,2,True
7,Spring,edge,Medium,xyz-,0.053020,2,True
7,Baseline,edge,Medium,xyz-,0.094137,2,True
8,Displacement,edge,Medium,xyz-,0.067811,2,True
8,Extrapolation,edge,Medium,xyz-,0.033103,2,True
8,Spring,edge,Medium,xyz-,0.056485,2,True
8,Baseline,edge,Medium,xyz-,0.099375,2,True
9,Displacement,edge,Medium,xyz-,0.069139,2,True
9,Extrapolation,edge,Medium,xyz-,0.031833,2,True
9,Spring,edge,Medium,xyz-,0.059664,2,True
9,Baseline,edge,Medium,xyz-,0.103984,2,True
10,Displacement,edge,Medium,xyz-,0.074975,2,True
10,Extrapolation,edge,Medium,xyz-,0.041745,2,True
10,Spring,edge,Medium,xyz-,0.065969,2,True
10,Baseline,edge,Medium,xyz-,0.110254,2,True
1,Displacement,edge,Strong,xyz-,0.081256,2,True
1,Extrapolation,edge,Strong,xyz-,0.046936,2,True
1,Spring,edge,Strong,xyz-,0.071898,2,True
1,Baseline,edge,Strong,xyz-,0.118264,2,True
2,Displacement,edge,Strong,xyz-,0.081762,2,True
2,Extrapolation,edge,Strong,xyz-,0.039817,2,True
2,Spring,edge,Strong,xyz-,0.074038,2,True
2,Baseline,edge,Strong,xyz-,0.122505,2,True
3,Displacement,edge,Strong,xyz-,0.086126,2,True
3,Extrapolation,edge,Strong,xyz-,0.042674,2,True
3,Spring,edge,Strong,xyz-,0.081241,2,True
3,Baseline,edge,Strong,xyz-,0.129918,2,True
4,Displacement,edge,Strong,xyz-,0.087721,2,True
4,Extrapolation,edge,Strong,xyz-,0.048393,2,True
4,Spring,edge,Strong,xyz-,0.085362,2,True
4,Baseline,edge,Strong,xyz-,0.136007,2,True
5,Displacement,edge,Strong,xyz-,0.094299,2,True
5,Extrapolation,edge,Strong,xyz-,0.046025,2,True
5,Spring,edge,Strong,xyz-,0.090561,2,True
5,Baseline,edge,Strong,xyz-,0.142972,2,True
6,Displacement,edge,Strong,xyz-,0.097507,2,True
6,Extrapolation,edge,Strong,xyz-,0.047283,2,True
6,Spring,edge,Strong,xyz-,0.093725,2,True
6,Baseline,edge,Strong,xyz-,0.147402,2,True
7,Displacement,edge,Strong,xyz-,0.096243,2,True
7,Extrapolation,edge,Strong,xyz-,0.047700,2,True
7,Spring,edge,Strong,xyz-,0.092968,2,True
7,Baseline,edge,Strong,xyz-,0.148318,2,True
8,Displacement,edge,Strong,xyz-,0.096323,2,True
8,Extrapolation,edge,Strong,xyz-,0.051193,2,True
8,Spring,edge,Strong,xyz-,0.090858,2,True
8,Baseline,edge,Strong,xyz-,0.147833,2,True
9,Displacement,edge,Strong,xyz-,0.094844,2,True
9,Extrapolation,edge,Strong,xyz-,0.047346,2,True
9,Spring,edge,Strong,xyz-,0.079429,2,True
9,Baseline,edge,Strong,xyz-,0.139290,2,True
10,Displacement,edge,Strong,xyz-,0.097676,2,True
10,Extrapolation,edge,Strong,xyz-,0.056029,2,True
10,Spring,edge,Strong,xyz-,0.070852,2,True
10,Baseline,edge,Strong,xyz-,0.130358,2,True
2,Displacement,edge,Light,xz+,0.009225,2,True
2,Extrapolation,edge,Light,xz+,0.025348,2,True
2,Spring,edge,Light,xz+,0.051851,2,True
2,Baseline,edge,Light,xz+,0.008228,2,True
3,Displacement,edge,Light,xz+,0.010903,2,True
3,Extrapolation,edge,Light,xz+,0.026172,2,True
3,Spring,edge,Light,xz+,0.055026,2,True
3,Baseline,edge,Light,xz+,0.010391,2,True
4,Displacement,edge,Light,xz+,0.015688,2,True
4,Extrapolation,edge,Light,xz+,0.029700,2,True
4,Spring,edge,Light,xz+,0.058870,2,True
4,Baseline,edge,Light,xz+,0.015215,2,True
5,Displacement,edge,Light,xz+,0.021233,2,True
5,Extrapolation,edge,Light,xz+,0.031730,2,True
5,Spring,edge,Light,xz+,0.063775,2,True
5,Baseline,edge,Light,xz+,0.022289,2,True
6,Displacement,edge,Light,xz+,0.022088,2,True
6,Extrapolation,edge,Light,xz+,0.026399,2,True
6,Spring,edge,Light,xz+,0.067519,2,True
6,Baseline,edge,Light,xz+,0.028630,2,True
7,Displacement,edge,Light,xz+,0.032898,2,True
7,Extrapolation,edge,Light,xz+,0.035771,2,True
7,Spring,edge,Light,xz+,0.073899,2,True
7,Baseline,edge,Light,xz+,0.041013,2,True
8,Displacement,edge,Light,xz+,0.051184,2,True
8,Extrapolation,edge,Light,xz+,0.052715,2,True
8,Spring,edge,Light,xz+,0.085664,2,True
8,Baseline,edge,Light,xz+,0.060054,2,True
9,Displacement,edge,Light,xz+,0.063223,2,True
9,Extrapolation,edge,Light,xz+,0.065580,2,True
9,Spring,edge,Light,xz+,0.094847,2,True
9,Baseline,edge,Light,xz+,0.073402,2,True
10,Displacement,edge,Light,xz+,0.069156,2,True
10,Extrapolation,edge,Light,xz+,0.068296,2,True
10,Spring,edge,Light,xz+,0.100556,2,True
10,Baseline,edge,Light,xz+,0.081976,2,True
1,Displacement,edge,Medium,xz+,0.064705,2,True
1,Extrapolation,edge,Medium,xz+,0.064715,2,True
1,Spring,edge,Medium,xz+,0.098395,2,True
1,Baseline,edge,Medium,xz+,0.081129,2,True
2,Displacement,edge,Medium,xz+,0.067854,2,True
2,Extrapolation,edge,Medium,xz+,0.068387,2,True
2,Spring,edge,Medium,xz+,0.101548,2,True
2,Baseline,edge,Medium,xz+,0.086690,2,True
3,Displacement,edge,Medium,xz+,0.076686,2,True
3,Extrapolation,edge,Medium,xz+,0.078613,2,True
3,Spring,edge,Medium,xz+,0.108986,2,True
3,Baseline,edge,Medium,xz+,0.097697,2,True
4,Displacement,edge,Medium,xz+,0.078671,2,True
4,Extrapolation,edge,Medium,xz+,0.076194,2,True
4,Spring,edge,Medium,xz+,0.111192,2,True
4,Baseline,edge,Medium,xz+,0.102797,2,True
5,Displacement,edge,Medium,xz+,0.079597,2,True
5,Extrapolation,edge,Medium,xz+,0.077180,2,True
5,Spring,edge,Medium,xz+,0.113289,2,True
5,Baseline,edge,Medium,xz+,0.106933,2,True
6,Displacement,edge,Medium,xz+,0.084347,2,True
6,Extrapolation,edge,Medium,xz+,0.079792,2,True
6,Spring,edge,Medium,xz+,0.117824,2,True
6,Baseline,edge,Medium,xz+,0.113853,2,True
7,Displacement,edge,Medium,xz+,0.086055,2,True
7,Extrapolation,edge,Medium,xz+,0.084164,2,True
7,Spring,edge,Medium,xz+,0.120065,2,True
7,Baseline,edge,Medium,xz+,0.118185,2,True
8,Displacement,edge,Medium,xz+,0.089065,2,True
8,Extrapolation,edge,Medium,xz+,0.082974,2,True
8,Spring,edge,Medium,xz+,0.123553,2,True
8,Baseline,edge,Medium,xz+,0.124064,2,True
9,Displacement,edge,Medium,xz+,0.098914,2,True
9,Extrapolation,edge,Medium,xz+,0.096250,2,True
9,Spring,edge,Medium,xz+,0.132687,2,True
9,Baseline,edge,Medium,xz+,0.136223,2,True
10,Displacement,edge,Medium,xz+,0.109656,2,True
10,Extrapolation,edge,Medium,xz+,0.106795,2,True
10,Spring,edge,Medium,xz+,0.141927,2,True
10,Baseline,edge,Medium,xz+,0.148426,2,True
1,Displacement,edge,Strong,xz+,0.118058,2,True
1,Extrapolation,edge,Strong,xz+,0.113845,2,True
1,Spring,edge,Strong,xz+,0.149746,2,True
1,Baseline,edge,Strong,xz+,0.158375,2,True
2,Displacement,edge,Strong,xz+,0.116394,2,True
2,Extrapolation,edge,Strong,xz+,0.110740,2,True
2,Spring,edge,Strong,xz+,0.149804,2,True
2,Baseline,edge,Strong,xz+,0.159633,2,True
3,Displacement,edge,Strong,xz+,0.121830,2,True
3,Extrapolation,edge,Strong,xz+,0.114778,2,True
3,Spring,edge,Strong,xz+,0.155737,2,True
3,Baseline,edge,Strong,xz+,0.167209,2,True
4,Displacement,edge,Strong,xz+,0.126145,2,True
4,Extrapolation,edge,Strong,xz+,0.119220,2,True
4,Spring,edge,Strong,xz+,0.160585,2,True
4,Baseline,edge,Strong,xz+,0.173739,2,True
5,Displacement,edge,Strong,xz+,0.125877,2,True
5,Extrapolation,edge,Strong,xz+,0.115743,2,True
5,Spring,edge,Strong,xz+,0.161406,2,True
5,Baseline,edge,Strong,xz+,0.176145,2,True
6,Displacement,edge,Strong,xz+,0.125368,2,True
6,Extrapolation,edge,Strong,xz+,0.113449,2,True
6,Spring,edge,Strong,xz+,0.162166,2,True
6,Baseline,edge,Strong,xz+,0.178636,2,True
7,Displacement,edge,Strong,xz+,0.131096,2,True
7,Extrapolation,edge,Strong,xz+,0.118897,2,True
7,Spring,edge,Strong,xz+,0.167591,2,True
7,Baseline,edge,Strong,xz+,0.185523,2,True
8,Displacement,edge,Strong,xz+,0.131755,2,True
8,Extrapolation,edge,Strong,xz+,0.119672,2,True
8,Spring,edge,Strong,xz+,0.169642,2,True
8,Baseline,edge,Strong,xz+,0.188972,2,True
9,Displacement,edge,Strong,xz+,0.131076,2,True
9,Extrapolation,edge,Strong,xz+,0.117152,2,True
9,Spring,edge,Strong,xz+,0.170747,2,True
9,Baseline,edge,Strong,xz+,0.191950,2,True
10,Displacement,edge,Strong,xz+,0.126664,2,True
10,Extrapolation,edge,Strong,xz+,0.112098,2,True
10,Spring,edge,Strong,xz+,0.168054,2,True
10,Baseline,edge,Strong,xz+,0.191462,2,True
2,Displacement,edge,Light,xz-,0.009829,2,True
2,Extrapolation,edge,Light,xz-,0.020020,2,True
2,Spring,edge,Light,xz-,0.033997,2,True
2,Baseline,edge,Light,xz-,0.009578,2,True
3,Displacement,edge,Light,xz-,0.014430,2,True
3,Extrapolation,edge,Light,xz-,0.017102,2,True
3,Spring,edge,Light,xz-,0.028802,2,True
3,Baseline,edge,Light,xz-,0.013279,2,True
4,Displacement,edge,Light,xz-,0.021037,2,True
4,Extrapolation,edge,Light,xz-,0.021555,2,True
4,Spring,edge,Light,xz-,0.025987,2,True
4,Baseline,edge,Light,xz-,0.021220,2,True
5,Displacement,edge,Light,xz-,0.016957,2,True
5,Extrapolation,edge,Light,xz-,0.016305,2,True
5,Spring,edge,Light,xz-,0.017728,2,True
5,Baseline,edge,Light,xz-,0.020786,2,True
6,Displacement,edge,Light,xz-,0.017780,2,True
6,Extrapolation,edge,Light,xz-,0.019885,2,True
6,Spring,edge,Light,xz-,0.015653,2,True
6,Baseline,edge,Light,xz-,0.026360,2,True
7,Displacement,edge,Light,xz-,0.009842,2,True
7,Extrapolation,edge,Light,xz-,0.027734,2,True
7,Spring,edge,Light,xz-,0.017391,2,True
7,Baseline,edge,Light,xz-,0.020901,2,True
8,Displacement,edge,Light,xz-,0.021883,2,True
8,Extrapolation,edge,Light,xz-,0.025375,2,True
8,Spring,edge,Light,xz-,0.014075,2,True
8,Baseline,edge,Light,xz-,0.036132,2,True
9,Displacement,edge,Light,xz-,0.026983,2,True
9,Extrapolation,edge,Light,xz-,0.028366,2,True
9,Spring,edge,Light,xz-,0.018179,2,True
9,Baseline,edge,Light,xz-,0.042341,2,True
10,Displacement,edge,Light,xz-,0.031678,2,True
10,Extrapolation,edge,Light,xz-,0.028152,2,True
10,Spring,edge,Light,xz-,0.021528,2,True
10,Baseline,edge,Light,xz-,0.048351,2,True
1,Displacement,edge,Medium,xz-,0.034086,2,True
1,Extrapolation,edge,Medium,xz-,0.024821,2,True
1,Spring,edge,Medium,xz-,0.023250,2,True
1,Baseline,edge,Medium,xz-,0.052172,2,True
2,Displacement,edge,Medium,xz-,0.037892,2,True
2,Extrapolation,edge,Medium,xz-,0.024737,2,True
2,Spring,edge,Medium,xz-,0.029032,2,True
2,Baseline,edge,Medium,xz-,0.058265,2,True
3,Displacement,edge,Medium,xz-,0.040398,2,True
3,Extrapolation,edge,Medium,xz-,0.023810,2,True
3,Spring,edge,Medium,xz-,0.032584,2,True
3,Baseline,edge,Medium,xz-,0.062824,2,True
4,Displacement,edge,Medium,xz-,0.044159,2,True
4,Extrapolation,edge,Medium,xz-,0.023077,2,True
4,Spring,edge,Medium,xz-,0.037540,2,True
4,Baseline,edge,Medium,xz-,0.068191,2,True
5,Displacement,edge,Medium,xz-,0.046941,2,True
5,Extrapolation,edge,Medium,xz-,0.022590,2,True
5,Spring,edge,Medium,xz-,0.040232,2,True
5,Baseline,edge,Medium,xz-,0.072576,2,True
6,Displacement,edge,Medium,xz-,0.050770,2,True
6,Extrapolation,edge,Medium,xz-,0.029216,2,True
6,Spring,edge,Medium,xz-,0.047464,2,True
6,Baseline,edge,Medium,xz-,0.079592,2,True
7,Displacement,edge,Medium,xz-,0.055181,2,True
7,Extrapolation,edge,Medium,xz-,0.030345,2,True
7,Spring,edge,Medium,xz-,0.051814,2,True
7,Baseline,edge,Medium,xz-,0.084986,2,True
8,Displacement,edge,Medium,xz-,0.059354,2,True
8,Extrapolation,edge,Medium,xz-,0.032332,2,True
8,Spring,edge,Medium,xz-,0.058034,2,True
8,Baseline,edge,Medium,xz-,0.091381,2,True
9,Displacement,edge,Medium,xz-,0.059957,2,True
9,Extrapolation,edge,Medium,xz-,0.029498,2,True
9,Spring,edge,Medium,xz-,0.061514,2,True
9,Baseline,edge,Medium,xz-,0.096397,2,True
10,Displacement,edge,Medium,xz-,0.061615,2,True
10,Extrapolation,edge,Medium,xz-,0.028291,2,True
10,Spring,edge,Medium,xz-,0.065297,2,True
10,Baseline,edge,Medium,xz-,0.101165,2,True
1,Displacement,edge,Strong,xz-,0.066173,2,True
1,Extrapolation,edge,Strong,xz-,0.031127,2,True
1,Spring,edge,Strong,xz-,0.071506,2,True
1,Baseline,edge,Strong,xz-,0.107762,2,True
2,Displacement,edge,Strong,xz-,0.072746,2,True
2,Extrapolation,edge,Strong,xz-,0.034862,2,True
2,Spring,edge,Strong,xz-,0.079119,2,True
2,Baseline,edge,Strong,xz-,0.115757,2,True
3,Displacement,edge,Strong,xz-,0.076905,2,True
3,Extrapolation,edge,Strong,xz-,0.035801,2,True
3,Spring,edge,Strong,xz-,0.082874,2,True
3,Baseline,edge,Strong,xz-,0.121354,2,True
4,Displacement,edge,Strong,xz-,0.078637,2,True
4,Extrapolation,edge,Strong,xz-,0.040020,2,True
4,Spring,edge,Strong,xz-,0.085591,2,True
4,Baseline,edge,Strong,xz-,0.125614,2,True
5,Displacement,edge,Strong,xz-,0.081893,2,True
5,Extrapolation,edge,Strong,xz-,0.037070,2,True
5,Spring,edge,Strong,xz-,0.091416,2,True
5,Baseline,edge,Strong,xz-,0.131743,2,True
6,Displacement,edge,Strong,xz-,0.085141,2,True
6,Extrapolation,edge,Strong,xz-,0.035851,2,True
6,Spring,edge,Strong,xz-,0.095274,2,True
6,Baseline,edge,Strong,xz-,0.137173,2,True
7,Displacement,edge,Strong,xz-,0.085915,2,True
7,Extrapolation,edge,Strong,xz-,0.037561,2,True
7,Spring,edge,Strong,xz-,0.097959,2,True
7,Baseline,edge,Strong,xz-,0.141215,2,True
8,Displacement,edge,Strong,xz-,0.092119,2,True
8,Extrapolation,edge,Strong,xz-,0.043097,2,True
8,Spring,edge,Strong,xz-,0.104660,2,True
8,Baseline,edge,Strong,xz-,0.148200,2,True
9,Displacement,edge,Strong,xz-,0.091178,2,True
9,Extrapolation,edge,Strong,xz-,0.044126,2,True
9,Spring,edge,Strong,xz-,0.104189,2,True
9,Baseline,edge,Strong,xz-,0.148203,2,True
10,Displacement,edge,Strong,xz-,0.096905,2,True
10,Extrapolation,edge,Strong,xz-,0.047620,2,True
10,Spring,edge,Strong,xz-,0.108753,2,True
10,Baseline,edge,Strong,xz-,0.153484,2,True
2,Displacement,edge,Light,y,0.002870,2,False
2,Extrapolation,edge,Light,y,0.015116,2,False
2,Spring,edge,Light,y,0.016168,2,False
2,Baseline,edge,Light,y,0.002881,2,False
3,Displacement,edge,Light,y,0.005156,2,False
3,Extrapolation,edge,Light,y,0.016543,2,False
3,Spring,edge,Light,y,0.018301,2,False
3,Baseline,edge,Light,y,0.005185,2,False
4,Displacement,edge,Light,y,0.004122,2,False
4,Extrapolation,edge,Light,y,0.018006,2,False
4,Spring,edge,Light,y,0.017647,2,False
4,Baseline,edge,Light,y,0.004798,2,False
5,Displacement,edge,Light,y,0.015673,2,False
5,Extrapolation,edge,Light,y,0.026952,2,False
5,Spring,edge,Light,y,0.027372,2,False
5,Baseline,edge,Light,y,0.016854,2,False
6,Displacement,edge,Light,y,0.023377,2,False
6,Extrapolation,edge,Light,y,0.033379,2,False
6,Spring,edge,Light,y,0.032385,2,False
6,Baseline,edge,Light,y,0.025343,2,False
7,Displacement,edge,Light,y,0.025514,2,False
7,Extrapolation,edge,Light,y,0.035707,2,False
7,Spring,edge,Light,y,0.033725,2,False
7,Baseline,edge,Light,y,0.028113,2,False
8,Displacement,edge,Light,y,0.033924,2,False
8,Extrapolation,edge,Light,y,0.043843,2,False
8,Spring,edge,Light,y,0.041200,2,False
8,Baseline,edge,Light,y,0.036732,2,False
9,Displacement,edge,Light,y,0.034166,2,False
9,Extrapolation,edge,Light,y,0.043539,2,False
9,Spring,edge,Light,y,0.041926,2,False
9,Baseline,edge,Light,y,0.037683,2,False
10,Displacement,edge,Light,y,0.041370,2,False
10,Extrapolation,edge,Light,y,0.050589,2,False
10,Spring,edge,Light,y,0.048179,2,False
10,Baseline,edge,Light,y,0.045269,2,False
1,Displacement,edge,Medium,y,0.061152,2,False
1,Extrapolation,edge,Medium,y,0.069247,2,False
1,Spring,edge,Medium,y,0.067302,2,False
1,Baseline,edge,Medium,y,0.065885,2,False
2,Displacement,edge,Medium,y,0.057294,2,False
2,Extrapolation,edge,Medium,y,0.065789,2,False
2,Spring,edge,Medium,y,0.064039,2,False
2,Baseline,edge,Medium,y,0.062753,2,False
3,Displacement,edge,Medium,y,0.072934,2,False
3,Extrapolation,edge,Medium,y,0.079986,2,False
3,Spring,edge,Medium,y,0.079125,2,False
3,Baseline,edge,Medium,y,0.078572,2,False
4,Displacement,edge,Medium,y,0.073930,2,False
4,Extrapolation,edge,Medium,y,0.080768,2,False
4,Spring,edge,Medium,y,0.080824,2,False
4,Baseline,edge,Medium,y,0.080204,2,False
5,Displacement,edge,Medium,y,0.075394,2,False
5,Extrapolation,edge,Medium,y,0.081931,2,False
5,Spring,edge,Medium,y,0.082603,2,False
5,Baseline,edge,Medium,y,0.082308,2,False
6,Displacement,edge,Medium,y,0.080405,2,False
6,Extrapolation,edge,Medium,y,0.086453,2,False
6,Spring,edge,Medium,y,0.087367,2,False
6,Baseline,edge,Medium,y,0.087874,2,False
7,Displacement,edge,Medium,y,0.092529,2,False
7,Extrapolation,edge,Medium,y,0.097796,2,False
7,Spring,edge,Medium,y,0.099316,2,False
7,Baseline,edge,Medium,y,0.100210,2,False
8,Displacement,edge,Medium,y,0.095780,2,False
8,Extrapolation,edge,Medium,y,0.100320,2,False
8,Spring,edge,Medium,y,0.103364,2,False
8,Baseline,edge,Medium,y,0.104092,2,False
9,Displacement,edge,Medium,y,0.097048,2,False
9,Extrapolation,edge,Medium,y,0.101010,2,False
9,Spring,edge,Medium,y,0.104765,2,False
9,Baseline,edge,Medium,y,0.106000,2,False
10,Displacement,edge,Medium,y,0.102534,2,False
10,Extrapolation,edge,Medium,y,0.105986,2,False
10,Spring,edge,Medium,y,0.110376,2,False
10,Baseline,edge,Medium,y,0.111717,2,False
1,Displacement,edge,Strong,y,0.095236,2,False
1,Extrapolation,edge,Strong,y,0.098951,2,False
1,Spring,edge,Strong,y,0.103947,2,False
1,Baseline,edge,Strong,y,0.104845,2,False
2,Displacement,edge,Strong,y,0.101782,2,False
2,Extrapolation,edge,Strong,y,0.104100,2,False
2,Spring,edge,Strong,y,0.110755,2,False
2,Baseline,edge,Strong,y,0.112176,2,False
3,Displacement,edge,Strong,y,0.099187,2,False
3,Extrapolation,edge,Strong,y,0.099965,2,False
3,Spring,edge,Strong,y,0.108990,2,False
3,Baseline,edge,Strong,y,0.110283,2,False
4,Displacement,edge,Strong,y,0.102322,2,False
4,Extrapolation,edge,Strong,y,0.102935,2,False
4,Spring,edge,Strong,y,0.112668,2,False
4,Baseline,edge,Strong,y,0.113780,2,False
5,Displacement,edge,Strong,y,0.107298,2,False
5,Extrapolation,edge,Strong,y,0.106504,2,False
5,Spring,edge,Strong,y,0.118241,2,False
5,Baseline,edge,Strong,y,0.119652,2,False
6,Displacement,edge,Strong,y,0.107685,2,False
6,Extrapolation,edge,Strong,y,0.105785,2,False
6,Spring,edge,Strong,y,0.119486,2,False
6,Baseline,edge,Strong,y,0.120821,2,False
7,Displacement,edge,Strong,y,0.108783,2,False
7,Extrapolation,edge,Strong,y,0.107068,2,False
7,Spring,edge,Strong,y,0.121161,2,False
7,Baseline,edge,Strong,y,0.122530,2,False
8,Displacement,edge,Strong,y,0.107733,2,False
8,Extrapolation,edge,Strong,y,0.106330,2,False
8,Spring,edge,Strong,y,0.120812,2,False
8,Baseline,edge,Strong,y,0.121731,2,False
9,Displacement,edge,Strong,y,0.101403,2,False
9,Extrapolation,edge,Strong,y,0.102327,2,False
9,Spring,edge,Strong,y,0.115313,2,False
9,Baseline,edge,Strong,y,0.115378,2,False
10,Displacement,edge,Strong,y,0.090128,2,False
10,Extrapolation,edge,Strong,y,0.094239,2,False
10,Spring,edge,Strong,y,0.104595,2,False
10,Baseline,edge,Strong,y,0.101548,2,False
2,Displacement,edge,Light,yz+,0.006283,2,True
2,Extrapolation,edge,Light,yz+,0.023875,2,True
2,Spring,edge,Light,yz+,0.049846,2,True
2,Baseline,edge,Light,yz+,0.006254,2,True
3,Displacement,edge,Light,yz+,0.010638,2,True
3,Extrapolation,edge,Light,yz+,0.026569,2,True
3,Spring,edge,Light,yz+,0.052978,2,True
3,Baseline,edge,Light,yz+,0.011546,2,True
4,Displacement,edge,Light,yz+,0.016153,2,True
4,Extrapolation,edge,Light,yz+,0.029742,2,True
4,Spring,edge,Light,yz+,0.057128,2,True
4,Baseline,edge,Light,yz+,0.016998,2,True
5,Displacement,edge,Light,yz+,0.015324,2,True
5,Extrapolation,edge,Light,yz+,0.029355,2,True
5,Spring,edge,Light,yz+,0.061579,2,True
5,Baseline,edge,Light,yz+,0.020816,2,True
6,Displacement,edge,Light,yz+,0.018976,2,True
6,Extrapolation,edge,Light,yz+,0.027885,2,True
6,Spring,edge,Light,yz+,0.065343,2,True
6,Baseline,edge,Light,yz+,0.027327,2,True
7,Displacement,edge,Light,yz+,0.022863,2,True
7,Extrapolation,edge,Light,yz+,0.027547,2,True
7,Spring,edge,Light,yz+,0.068681,2,True
7,Baseline,edge,Light,yz+,0.032988,2,True
8,Displacement,edge,Light,yz+,0.028666,2,True
8,Extrapolation,edge,Light,yz+,0.036450,2,True
8,Spring,edge,Light,yz+,0.074503,2,True
8,Baseline,edge,Light,yz+,0.040752,2,True
9,Displacement,edge,Light,yz+,0.031233,2,True
9,Extrapolation,edge,Light,yz+,0.040057,2,True
9,Spring,edge,Light,yz+,0.076012,2,True
9,Baseline,edge,Light,yz+,0.044817,2,True
10,Displacement,edge,Light,yz+,0.039363,2,True
10,Extrapolation,edge,Light,yz+,0.048365,2,True
10,Spring,edge,Light,yz+,0.080489,2,True
10,Baseline,edge,Light,yz+,0.053232,2,True
1,Displacement,edge,Medium,yz+,0.047540,2,True
1,Extrapolation,edge,Medium,yz+,0.055383,2,True
1,Spring,edge,Medium,yz+,0.087513,2,True
1,Baseline,edge,Medium,yz+,0.062867,2,True
2,Displacement,edge,Medium,yz+,0.049593,2,True
2,Extrapolation,edge,Medium,yz+,0.056827,2,True
2,Spring,edge,Medium,yz+,0.090288,2,True
2,Baseline,edge,Medium,yz+,0.067511,2,True
3,Displacement,edge,Medium,yz+,0.054381,2,True
3,Extrapolation,edge,Medium,yz+,0.063268,2,True
3,Spring,edge,Medium,yz+,0.094794,2,True
3,Baseline,edge,Medium,yz+,0.074658,2,True
4,Displacement,edge,Medium,yz+,0.060982,2,True
4,Extrapolation,edge,Medium,yz+,0.067138,2,True
4,Spring,edge,Medium,yz+,0.099792,2,True
4,Baseline,edge,Medium,yz+,0.082548,2,True
5,Displacement,edge,Medium,yz+,0.065705,2,True
5,Extrapolation,edge,Medium,yz+,0.071130,2,True
5,Spring,edge,Medium,yz+,0.105465,2,True
5,Baseline,edge,Medium,yz+,0.090279,2,True
6,Displacement,edge,Medium,yz+,0.077744,2,True
6,Extrapolation,edge,Medium,yz+,0.083246,2,True
