Run,Model,Location,Intensity,Direction,Value,Occlusions
3,Extrapolation,edge,Light,xy,0.019212, 2 
3,Spring,edge,Light,xy,0.027578, 2 
4,Displacement,edge,Light,xy,0.003884, 2 
4,Extrapolation,edge,Light,xy,0.020243, 2 
4,Spring,edge,Light,xy,0.027555, 2 
5,Displacement,edge,Light,xy,0.011333, 2 
5,Extrapolation,edge,Light,xy,0.024871, 2 
5,Spring,edge,Light,xy,0.030965, 2 
6,Displacement,edge,Light,xy,0.017562, 2 
6,Extrapolation,edge,Light,xy,0.027294, 2 
6,Spring,edge,Light,xy,0.034868, 2 
7,Displacement,edge,Light,xy,0.022612, 2 
7,Extrapolation,edge,Light,xy,0.031647, 2 
7,Spring,edge,Light,xy,0.039708, 2 
8,Displacement,edge,Light,xy,0.027356, 2 
8,Extrapolation,edge,Light,xy,0.034945, 2 
8,Spring,edge,Light,xy,0.043067, 2 
9,Displacement,edge,Light,xy,0.029927, 2 
9,Extrapolation,edge,Light,xy,0.037536, 2 
9,Spring,edge,Light,xy,0.044474, 2 
10,Displacement,edge,Light,xy,0.032758, 2 
10,Extrapolation,edge,Light,xy,0.039724, 2 
10,Spring,edge,Light,xy,0.047574, 2 
1,Displacement,edge,Medium,xy,0.037884, 2 
1,Extrapolation,edge,Medium,xy,0.044397, 2 
1,Spring,edge,Medium,xy,0.052220, 2 
2,Displacement,edge,Medium,xy,0.040463, 2 
2,Extrapolation,edge,Medium,xy,0.047361, 2 
2,Spring,edge,Medium,xy,0.054570, 2 
3,Displacement,edge,Medium,xy,0.043778, 2 
3,Extrapolation,edge,Medium,xy,0.048810, 2 
3,Spring,edge,Medium,xy,0.058064, 2 
4,Displacement,edge,Medium,xy,0.050575, 2 
4,Extrapolation,edge,Medium,xy,0.057467, 2 
4,Spring,edge,Medium,xy,0.065376, 2 
5,Displacement,edge,Medium,xy,0.048233, 2 
5,Extrapolation,edge,Medium,xy,0.054779, 2 
5,Spring,edge,Medium,xy,0.063290, 2 
6,Displacement,edge,Medium,xy,0.056277, 2 
6,Extrapolation,edge,Medium,xy,0.063135, 2 
6,Spring,edge,Medium,xy,0.071014, 2 
7,Displacement,edge,Medium,xy,0.070422, 2 
7,Extrapolation,edge,Medium,xy,0.077758, 2 
7,Spring,edge,Medium,xy,0.084024, 2 
8,Displacement,edge,Medium,xy,0.079695, 2 
8,Extrapolation,edge,Medium,xy,0.086029, 2 
8,Spring,edge,Medium,xy,0.093370, 2 
9,Displacement,edge,Medium,xy,0.085590, 2 
9,Extrapolation,edge,Medium,xy,0.092190, 2 
9,Spring,edge,Medium,xy,0.099655, 2 
10,Displacement,edge,Medium,xy,0.086846, 2 
10,Extrapolation,edge,Medium,xy,0.093018, 2 
10,Spring,edge,Medium,xy,0.101068, 2 
1,Displacement,edge,Strong,xy,0.084747, 2 
1,Extrapolation,edge,Strong,xy,0.089896, 2 
1,Spring,edge,Strong,xy,0.099406, 2 
2,Displacement,edge,Strong,xy,0.086149, 2 
2,Extrapolation,edge,Strong,xy,0.091274, 2 
2,Spring,edge,Strong,xy,0.101190, 2 
3,Displacement,edge,Strong,xy,0.088275, 2 
3,Extrapolation,edge,Strong,xy,0.093262, 2 
3,Spring,edge,Strong,xy,0.103561, 2 
4,Displacement,edge,Strong,xy,0.081627, 2 
4,Extrapolation,edge,Strong,xy,0.086938, 2 
4,Spring,edge,Strong,xy,0.097527, 2 
5,Displacement,edge,Strong,xy,0.088047, 2 
5,Extrapolation,edge,Strong,xy,0.092639, 2 
5,Spring,edge,Strong,xy,0.104361, 2 
6,Displacement,edge,Strong,xy,0.089784, 2 
6,Extrapolation,edge,Strong,xy,0.092945, 2 
6,Spring,edge,Strong,xy,0.106770, 2 
7,Displacement,edge,Strong,xy,0.094094, 2 
7,Extrapolation,edge,Strong,xy,0.097325, 2 
7,Spring,edge,Strong,xy,0.110440, 2 
8,Displacement,edge,Strong,xy,0.094933, 2 
8,Extrapolation,edge,Strong,xy,0.096338, 2 
8,Spring,edge,Strong,xy,0.111862, 2 
9,Displacement,edge,Strong,xy,0.094101, 2 
9,Extrapolation,edge,Strong,xy,0.094415, 2 
9,Spring,edge,Strong,xy,0.112246, 2 
10,Displacement,edge,Strong,xy,0.100647, 2 
10,Extrapolation,edge,Strong,xy,0.100853, 2 
10,Spring,edge,Strong,xy,0.119473, 2 
1,Displacement,edge,Light,xyz+,0.000000, 2 
1,Extrapolation,edge,Light,xyz+,0.019219, 2 
1,Spring,edge,Light,xyz+,0.040025, 2 
2,Displacement,edge,Light,xyz+,0.004817, 2 
2,Extrapolation,edge,Light,xyz+,0.019937, 2 
2,Spring,edge,Light,xyz+,0.040619, 2 
3,Displacement,edge,Light,xyz+,0.007114, 2 
3,Extrapolation,edge,Light,xyz+,0.020246, 2 
3,Spring,edge,Light,xyz+,0.041261, 2 
4,Displacement,edge,Light,xyz+,0.009763, 2 
4,Extrapolation,edge,Light,xyz+,0.025193, 2 
4,Spring,edge,Light,xyz+,0.043732, 2 
5,Displacement,edge,Light,xyz+,0.015978, 2 
5,Extrapolation,edge,Light,xyz+,0.031055, 2 
5,Spring,edge,Light,xyz+,0.049346, 2 
6,Displacement,edge,Light,xyz+,0.018669, 2 
6,Extrapolation,edge,Light,xyz+,0.030015, 2 
6,Spring,edge,Light,xyz+,0.053062, 2 
7,Displacement,edge,Light,xyz+,0.023725, 2 
7,Extrapolation,edge,Light,xyz+,0.034734, 2 
7,Spring,edge,Light,xyz+,0.059177, 2 
8,Displacement,edge,Light,xyz+,0.030296, 2 
8,Extrapolation,edge,Light,xyz+,0.039654, 2 
8,Spring,edge,Light,xyz+,0.064614, 2 
9,Displacement,edge,Light,xyz+,0.037905, 2 
9,Extrapolation,edge,Light,xyz+,0.048101, 2 
9,Spring,edge,Light,xyz+,0.071811, 2 
10,Displacement,edge,Light,xyz+,0.043550, 2 
10,Extrapolation,edge,Light,xyz+,0.054743, 2 
10,Spring,edge,Light,xyz+,0.077985, 2 
1,Displacement,edge,Medium,xyz+,0.045794, 2 
1,Extrapolation,edge,Medium,xyz+,0.056527, 2 
1,Spring,edge,Medium,xyz+,0.081517, 2 
2,Displacement,edge,Medium,xyz+,0.050118, 2 
2,Extrapolation,edge,Medium,xyz+,0.060612, 2 
2,Spring,edge,Medium,xyz+,0.086983, 2 
3,Displacement,edge,Medium,xyz+,0.055434, 2 
3,Extrapolation,edge,Medium,xyz+,0.064561, 2 
3,Spring,edge,Medium,xyz+,0.092441, 2 
4,Displacement,edge,Medium,xyz+,0.063897, 2 
4,Extrapolation,edge,Medium,xyz+,0.074465, 2 
4,Spring,edge,Medium,xyz+,0.100455, 2 
5,Displacement,edge,Medium,xyz+,0.063361, 2 
5,Extrapolation,edge,Medium,xyz+,0.075097, 2 
5,Spring,edge,Medium,xyz+,0.102143, 2 
6,Displacement,edge,Medium,xyz+,0.068619, 2 
6,Extrapolation,edge,Medium,xyz+,0.079466, 2 
6,Spring,edge,Medium,xyz+,0.108826, 2 
7,Displacement,edge,Medium,xyz+,0.075244, 2 
7,Extrapolation,edge,Medium,xyz+,0.085439, 2 
7,Spring,edge,Medium,xyz+,0.116258, 2 
8,Displacement,edge,Medium,xyz+,0.077986, 2 
8,Extrapolation,edge,Medium,xyz+,0.088093, 2 
8,Spring,edge,Medium,xyz+,0.120904, 2 
9,Displacement,edge,Medium,xyz+,0.079345, 2 
9,Extrapolation,edge,Medium,xyz+,0.087242, 2 
9,Spring,edge,Medium,xyz+,0.124390, 2 
10,Displacement,edge,Medium,xyz+,0.086699, 2 
10,Extrapolation,edge,Medium,xyz+,0.094633, 2 
10,Spring,edge,Medium,xyz+,0.131991, 2 
1,Displacement,edge,Strong,xyz+,0.087282, 2 
1,Extrapolation,edge,Strong,xyz+,0.092898, 2 
1,Spring,edge,Strong,xyz+,0.134248, 2 
2,Displacement,edge,Strong,xyz+,0.091679, 2 
2,Extrapolation,edge,Strong,xyz+,0.097955, 2 
2,Spring,edge,Strong,xyz+,0.139680, 2 
3,Displacement,edge,Strong,xyz+,0.101216, 2 
3,Extrapolation,edge,Strong,xyz+,0.107627, 2 
3,Spring,edge,Strong,xyz+,0.149234, 2 
4,Displacement,edge,Strong,xyz+,0.105541, 2 
4,Extrapolation,edge,Strong,xyz+,0.112037, 2 
4,Spring,edge,Strong,xyz+,0.154733, 2 
5,Displacement,edge,Strong,xyz+,0.111521, 2 
5,Extrapolation,edge,Strong,xyz+,0.117648, 2 
5,Spring,edge,Strong,xyz+,0.160942, 2 
6,Displacement,edge,Strong,xyz+,0.112213, 2 
6,Extrapolation,edge,Strong,xyz+,0.118357, 2 
6,Spring,edge,Strong,xyz+,0.163411, 2 
7,Displacement,edge,Strong,xyz+,0.116113, 2 
7,Extrapolation,edge,Strong,xyz+,0.122831, 2 
7,Spring,edge,Strong,xyz+,0.168806, 2 
8,Displacement,edge,Strong,xyz+,0.118738, 2 
8,Extrapolation,edge,Strong,xyz+,0.124567, 2 
8,Spring,edge,Strong,xyz+,0.172153, 2 
9,Displacement,edge,Strong,xyz+,0.124465, 2 
9,Extrapolation,edge,Strong,xyz+,0.128475, 2 
9,Spring,edge,Strong,xyz+,0.178189, 2 
10,Displacement,edge,Strong,xyz+,0.131364, 2 
10,Extrapolation,edge,Strong,xyz+,0.135870, 2 
10,Spring,edge,Strong,xyz+,0.185314, 2 
1,Displacement,edge,Light,xyz-,0.000000, 2 
1,Extrapolation,edge,Light,xyz-,0.025153, 2 
1,Spring,edge,Light,xyz-,0.040371, 2 
2,Displacement,edge,Light,xyz-,0.010723, 2 
2,Extrapolation,edge,Light,xyz-,0.024932, 2 
2,Spring,edge,Light,xyz-,0.034437, 2 
3,Displacement,edge,Light,xyz-,0.014755, 2 
3,Extrapolation,edge,Light,xyz-,0.023618, 2 
3,Spring,edge,Light,xyz-,0.029648, 2 
4,Displacement,edge,Light,xyz-,0.019452, 2 
4,Extrapolation,edge,Light,xyz-,0.018245, 2 
4,Spring,edge,Light,xyz-,0.023367, 2 
5,Displacement,edge,Light,xyz-,0.019500, 2 
5,Extrapolation,edge,Light,xyz-,0.021653, 2 
5,Spring,edge,Light,xyz-,0.020794, 2 
6,Displacement,edge,Light,xyz-,0.023209, 2 
6,Extrapolation,edge,Light,xyz-,0.027312, 2 
6,Spring,edge,Light,xyz-,0.021398, 2 
7,Displacement,edge,Light,xyz-,0.025821, 2 
7,Extrapolation,edge,Light,xyz-,0.022601, 2 
7,Spring,edge,Light,xyz-,0.015609, 2 
8,Displacement,edge,Light,xyz-,0.029214, 2 
8,Extrapolation,edge,Light,xyz-,0.026006, 2 
8,Spring,edge,Light,xyz-,0.019088, 2 
9,Displacement,edge,Light,xyz-,0.032059, 2 
9,Extrapolation,edge,Light,xyz-,0.023036, 2 
9,Spring,edge,Light,xyz-,0.019090, 2 
10,Displacement,edge,Light,xyz-,0.035756, 2 
10,Extrapolation,edge,Light,xyz-,0.024387, 2 
10,Spring,edge,Light,xyz-,0.022571, 2 
1,Displacement,edge,Medium,xyz-,0.041997, 2 
1,Extrapolation,edge,Medium,xyz-,0.021681, 2 
1,Spring,edge,Medium,xyz-,0.026388, 2 
2,Displacement,edge,Medium,xyz-,0.045451, 2 
2,Extrapolation,edge,Medium,xyz-,0.022351, 2 
2,Spring,edge,Medium,xyz-,0.028721, 2 
3,Displacement,edge,Medium,xyz-,0.051410, 2 
3,Extrapolation,edge,Medium,xyz-,0.027311, 2 
3,Spring,edge,Medium,xyz-,0.037517, 2 
4,Displacement,edge,Medium,xyz-,0.053834, 2 
4,Extrapolation,edge,Medium,xyz-,0.025655, 2 
4,Spring,edge,Medium,xyz-,0.038904, 2 
5,Displacement,edge,Medium,xyz-,0.058749, 2 
5,Extrapolation,edge,Medium,xyz-,0.031067, 2 
5,Spring,edge,Medium,xyz-,0.045793, 2 
6,Displacement,edge,Medium,xyz-,0.061055, 2 
6,Extrapolation,edge,Medium,xyz-,0.032132, 2 
6,Spring,edge,Medium,xyz-,0.049681, 2 
7,Displacement,edge,Medium,xyz-,0.063323, 2 
7,Extrapolation,edge,Medium,xyz-,0.032616, 2 
7,Spring,edge,Medium,xyz-,0.053020, 2 
8,Displacement,edge,Medium,xyz-,0.067811, 2 
8,Extrapolation,edge,Medium,xyz-,0.033103, 2 
8,Spring,edge,Medium,xyz-,0.056485, 2 
9,Displacement,edge,Medium,xyz-,0.069139, 2 
9,Extrapolation,edge,Medium,xyz-,0.031833, 2 
9,Spring,edge,Medium,xyz-,0.059664, 2 
10,Displacement,edge,Medium,xyz-,0.074975, 2 
10,Extrapolation,edge,Medium,xyz-,0.041745, 2 
10,Spring,edge,Medium,xyz-,0.065969, 2 
1,Displacement,edge,Strong,xyz-,0.081256, 2 
1,Extrapolation,edge,Strong,xyz-,0.046936, 2 
1,Spring,edge,Strong,xyz-,0.071898, 2 
2,Displacement,edge,Strong,xyz-,0.081762, 2 
2,Extrapolation,edge,Strong,xyz-,0.039817, 2 
2,Spring,edge,Strong,xyz-,0.074038, 2 
3,Displacement,edge,Strong,xyz-,0.086126, 2 
3,Extrapolation,edge,Strong,xyz-,0.042674, 2 
3,Spring,edge,Strong,xyz-,0.081241, 2 
4,Displacement,edge,Strong,xyz-,0.087721, 2 
4,Extrapolation,edge,Strong,xyz-,0.048393, 2 
4,Spring,edge,Strong,xyz-,0.085362, 2 
5,Displacement,edge,Strong,xyz-,0.094299, 2 
5,Extrapolation,edge,Strong,xyz-,0.046025, 2 
5,Spring,edge,Strong,xyz-,0.090561, 2 
6,Displacement,edge,Strong,xyz-,0.097507, 2 
6,Extrapolation,edge,Strong,xyz-,0.047283, 2 
6,Spring,edge,Strong,xyz-,0.093725, 2 
7,Displacement,edge,Strong,xyz-,0.096243, 2 
7,Extrapolation,edge,Strong,xyz-,0.047700, 2 
7,Spring,edge,Strong,xyz-,0.092968, 2 
8,Displacement,edge,Strong,xyz-,0.096323, 2 
8,Extrapolation,edge,Strong,xyz-,0.051193, 2 
8,Spring,edge,Strong,xyz-,0.090858, 2 
9,Displacement,edge,Strong,xyz-,0.094844, 2 
9,Extrapolation,edge,Strong,xyz-,0.047346, 2 
9,Spring,edge,Strong,xyz-,0.079429, 2 
10,Displacement,edge,Strong,xyz-,0.097676, 2 
10,Extrapolation,edge,Strong,xyz-,0.056029, 2 
10,Spring,edge,Strong,xyz-,0.070852, 2 
1,Displacement,edge,Light,xz+,0.000000, 2 
1,Extrapolation,edge,Light,xz+,0.016875, 2 
1,Spring,edge,Light,xz+,0.047799, 2 
2,Displacement,edge,Light,xz+,0.009225, 2 
2,Extrapolation,edge,Light,xz+,0.025348, 2 
2,Spring,edge,Light,xz+,0.051851, 2 
3,Displacement,edge,Light,xz+,0.010903, 2 
3,Extrapolation,edge,Light,xz+,0.026172, 2 
3,Spring,edge,Light,xz+,0.055026, 2 
4,Displacement,edge,Light,xz+,0.015688, 2 
4,Extrapolation,edge,Light,xz+,0.029700, 2 
4,Spring,edge,Light,xz+,0.058870, 2 
5,Displacement,edge,Light,xz+,0.021233, 2 
5,Extrapolation,edge,Light,xz+,0.031730, 2 
5,Spring,edge,Light,xz+,0.063775, 2 
6,Displacement,edge,Light,xz+,0.022088, 2 
6,Extrapolation,edge,Light,xz+,0.026399, 2 
6,Spring,edge,Light,xz+,0.067519, 2 
7,Displacement,edge,Light,xz+,0.032898, 2 
7,Extrapolation,edge,Light,xz+,0.035771, 2 
7,Spring,edge,Light,xz+,0.073899, 2 
8,Displacement,edge,Light,xz+,0.051184, 2 
8,Extrapolation,edge,Light,xz+,0.052715, 2 
8,Spring,edge,Light,xz+,0.085664, 2 
9,Displacement,edge,Light,xz+,0.063223, 2 
9,Extrapolation,edge,Light,xz+,0.065580, 2 
9,Spring,edge,Light,xz+,0.094847, 2 
10,Displacement,edge,Light,xz+,0.069156, 2 
10,Extrapolation,edge,Light,xz+,0.068296, 2 
10,Spring,edge,Light,xz+,0.100556, 2 
1,Displacement,edge,Medium,xz+,0.064705, 2 
1,Extrapolation,edge,Medium,xz+,0.064715, 2 
1,Spring,edge,Medium,xz+,0.098395, 2 
2,Displacement,edge,Medium,xz+,0.067854, 2 
2,Extrapolation,edge,Medium,xz+,0.068387, 2 
2,Spring,edge,Medium,xz+,0.101548, 2 
3,Displacement,edge,Medium,xz+,0.076686, 2 
3,Extrapolation,edge,Medium,xz+,0.078613, 2 
3,Spring,edge,Medium,xz+,0.108986, 2 
4,Displacement,edge,Medium,xz+,0.078671, 2 
4,Extrapolation,edge,Medium,xz+,0.076194, 2 
4,Spring,edge,Medium,xz+,0.111192, 2 
5,Displacement,edge,Medium,xz+,0.079597, 2 
5,Extrapolation,edge,Medium,xz+,0.077180, 2 
5,Spring,edge,Medium,xz+,0.113289, 2 
6,Displacement,edge,Medium,xz+,0.084347, 2 
6,Extrapolation,edge,Medium,xz+,0.079792, 2 
6,Spring,edge,Medium,xz+,0.117824, 2 
7,Displacement,edge,Medium,xz+,0.086055, 2 
7,Extrapolation,edge,Medium,xz+,0.084164, 2 
7,Spring,edge,Medium,xz+,0.120065, 2 
8,Displacement,edge,Medium,xz+,0.089065, 2 
8,Extrapolation,edge,Medium,xz+,0.082974, 2 
8,Spring,edge,Medium,xz+,0.123553, 2 
9,Displacement,edge,Medium,xz+,0.098914, 2 
9,Extrapolation,edge,Medium,xz+,0.096250, 2 
9,Spring,edge,Medium,xz+,0.132687, 2 
10,Displacement,edge,Medium,xz+,0.109656, 2 
10,Extrapolation,edge,Medium,xz+,0.106795, 2 
10,Spring,edge,Medium,xz+,0.141927, 2 
1,Displacement,edge,Strong,xz+,0.118058, 2 
1,Extrapolation,edge,Strong,xz+,0.113845, 2 
1,Spring,edge,Strong,xz+,0.149746, 2 
2,Displacement,edge,Strong,xz+,0.116394, 2 
2,Extrapolation,edge,Strong,xz+,0.110740, 2 
2,Spring,edge,Strong,xz+,0.149804, 2 
3,Displacement,edge,Strong,xz+,0.121830, 2 
3,Extrapolation,edge,Strong,xz+,0.114778, 2 
3,Spring,edge,Strong,xz+,0.155737, 2 
4,Displacement,edge,Strong,xz+,0.126145, 2 
4,Extrapolation,edge,Strong,xz+,0.119220, 2 
4,Spring,edge,Strong,xz+,0.160585, 2 
5,Displacement,edge,Strong,xz+,0.125877, 2 
5,Extrapolation,edge,Strong,xz+,0.115743, 2 
5,Spring,edge,Strong,xz+,0.161406, 2 
6,Displacement,edge,Strong,xz+,0.125368, 2 
6,Extrapolation,edge,Strong,xz+,0.113449, 2 
6,Spring,edge,Strong,xz+,0.162166, 2 
7,Displacement,edge,Strong,xz+,0.131096, 2 
7,Extrapolation,edge,Strong,xz+,0.118897, 2 
7,Spring,edge,Strong,xz+,0.167591, 2 
8,Displacement,edge,Strong,xz+,0.131755, 2 
8,Extrapolation,edge,Strong,xz+,0.119672, 2 
8,Spring,edge,Strong,xz+,0.169642, 2 
9,Displacement,edge,Strong,xz+,0.131076, 2 
9,Extrapolation,edge,Strong,xz+,0.117152, 2 
9,Spring,edge,Strong,xz+,0.170747, 2 
10,Displacement,edge,Strong,xz+,0.126664, 2 
10,Extrapolation,edge,Strong,xz+,0.112098, 2 
10,Spring,edge,Strong,xz+,0.168054, 2 
1,Displacement,edge,Light,xz-,0.000000, 2 
1,Extrapolation,edge,Light,xz-,0.026315, 2 
1,Spring,edge,Light,xz-,0.039672, 2 
2,Displacement,edge,Light,xz-,0.009829, 2 
2,Extrapolation,edge,Light,xz-,0.020020, 2 
2,Spring,edge,Light,xz-,0.033997, 2 
3,Displacement,edge,Light,xz-,0.014430, 2 
3,Extrapolation,edge,Light,xz-,0.017102, 2 
3,Spring,edge,Light,xz-,0.028802, 2 
4,Displacement,edge,Light,xz-,0.021037, 2 
4,Extrapolation,edge,Light,xz-,0.021555, 2 
4,Spring,edge,Light,xz-,0.025987, 2 
5,Displacement,edge,Light,xz-,0.016957, 2 
5,Extrapolation,edge,Light,xz-,0.016305, 2 
5,Spring,edge,Light,xz-,0.017728, 2 
6,Displacement,edge,Light,xz-,0.017780, 2 
6,Extrapolation,edge,Light,xz-,0.019885, 2 
6,Spring,edge,Light,xz-,0.015653, 2 
7,Displacement,edge,Light,xz-,0.009842, 2 
7,Extrapolation,edge,Light,xz-,0.027734, 2 
7,Spring,edge,Light,xz-,0.017391, 2 
8,Displacement,edge,Light,xz-,0.021883, 2 
8,Extrapolation,edge,Light,xz-,0.025375, 2 
8,Spring,edge,Light,xz-,0.014075, 2 
9,Displacement,edge,Light,xz-,0.026983, 2 
9,Extrapolation,edge,Light,xz-,0.028366, 2 
9,Spring,edge,Light,xz-,0.018179, 2 
10,Displacement,edge,Light,xz-,0.031678, 2 
10,Extrapolation,edge,Light,xz-,0.028152, 2 
10,Spring,edge,Light,xz-,0.021528, 2 
1,Displacement,edge,Medium,xz-,0.034086, 2 
1,Extrapolation,edge,Medium,xz-,0.024821, 2 
1,Spring,edge,Medium,xz-,0.023250, 2 
2,Displacement,edge,Medium,xz-,0.037892, 2 
2,Extrapolation,edge,Medium,xz-,0.024737, 2 
2,Spring,edge,Medium,xz-,0.029032, 2 
3,Displacement,edge,Medium,xz-,0.040398, 2 
3,Extrapolation,edge,Medium,xz-,0.023810, 2 
3,Spring,edge,Medium,xz-,0.032584, 2 
4,Displacement,edge,Medium,xz-,0.044159, 2 
4,Extrapolation,edge,Medium,xz-,0.023077, 2 
4,Spring,edge,Medium,xz-,0.037540, 2 
5,Displacement,edge,Medium,xz-,0.046941, 2 
5,Extrapolation,edge,Medium,xz-,0.022590, 2 
5,Spring,edge,Medium,xz-,0.040232, 2 
6,Displacement,edge,Medium,xz-,0.050770, 2 
6,Extrapolation,edge,Medium,xz-,0.029216, 2 
6,Spring,edge,Medium,xz-,0.047464, 2 
7,Displacement,edge,Medium,xz-,0.055181, 2 
7,Extrapolation,edge,Medium,xz-,0.030345, 2 
7,Spring,edge,Medium,xz-,0.051814, 2 
8,Displacement,edge,Medium,xz-,0.059354, 2 
8,Extrapolation,edge,Medium,xz-,0.032332, 2 
8,Spring,edge,Medium,xz-,0.058034, 2 
9,Displacement,edge,Medium,xz-,0.059957, 2 
9,Extrapolation,edge,Medium,xz-,0.029498, 2 
9,Spring,edge,Medium,xz-,0.061514, 2 
10,Displacement,edge,Medium,xz-,0.061615, 2 
10,Extrapolation,edge,Medium,xz-,0.028291, 2 
10,Spring,edge,Medium,xz-,0.065297, 2 
1,Displacement,edge,Strong,xz-,0.066173, 2 
1,Extrapolation,edge,Strong,xz-,0.031127, 2 
1,Spring,edge,Strong,xz-,0.071506, 2 
2,Displacement,edge,Strong,xz-,0.072746, 2 
2,Extrapolation,edge,Strong,xz-,0.034862, 2 
2,Spring,edge,Strong,xz-,0.079119, 2 
3,Displacement,edge,Strong,xz-,0.076905, 2 
3,Extrapolation,edge,Strong,xz-,0.035801, 2 
3,Spring,edge,Strong,xz-,0.082874, 2 
4,Displacement,edge,Strong,xz-,0.078637, 2 
4,Extrapolation,edge,Strong,xz-,0.040020, 2 
4,Spring,edge,Strong,xz-,0.085591, 2 
5,Displacement,edge,Strong,xz-,0.081893, 2 
5,Extrapolation,edge,Strong,xz-,0.037070, 2 
5,Spring,edge,Strong,xz-,0.091416, 2 
6,Displacement,edge,Strong,xz-,0.085141, 2 
6,Extrapolation,edge,Strong,xz-,0.035851, 2 
6,Spring,edge,Strong,xz-,0.095274, 2 
7,Displacement,edge,Strong,xz-,0.085915, 2 
7,Extrapolation,edge,Strong,xz-,0.037561, 2 
7,Spring,edge,Strong,xz-,0.097959, 2 
8,Displacement,edge,Strong,xz-,0.092119, 2 
8,Extrapolation,edge,Strong,xz-,0.043097, 2 
8,Spring,edge,Strong,xz-,0.104660, 2 
9,Displacement,edge,Strong,xz-,0.091178, 2 
9,Extrapolation,edge,Strong,xz-,0.044126, 2 
9,Spring,edge,Strong,xz-,0.104189, 2 
10,Displacement,edge,Strong,xz-,0.096905, 2 
10,Extrapolation,edge,Strong,xz-,0.047620, 2 
10,Spring,edge,Strong,xz-,0.108753, 2 
1,Displacement,edge,Light,y,0.000000, 2 
1,Extrapolation,edge,Light,y,0.015643, 2 
1,Spring,edge,Light,y,0.016212, 2 
2,Displacement,edge,Light,y,0.002870, 2 
2,Extrapolation,edge,Light,y,0.015116, 2 
2,Spring,edge,Light,y,0.016168, 2 
3,Displacement,edge,Light,y,0.005156, 2 
3,Extrapolation,edge,Light,y,0.016543, 2 
3,Spring,edge,Light,y,0.018301, 2 
4,Displacement,edge,Light,y,0.004122, 2 
4,Extrapolation,edge,Light,y,0.018006, 2 
4,Spring,edge,Light,y,0.017647, 2 
5,Displacement,edge,Light,y,0.015673, 2 
5,Extrapolation,edge,Light,y,0.026952, 2 
5,Spring,edge,Light,y,0.027372, 2 
6,Displacement,edge,Light,y,0.023377, 2 
6,Extrapolation,edge,Light,y,0.033379, 2 
6,Spring,edge,Light,y,0.032385, 2 
7,Displacement,edge,Light,y,0.025514, 2 
7,Extrapolation,edge,Light,y,0.035707, 2 
7,Spring,edge,Light,y,0.033725, 2 
8,Displacement,edge,Light,y,0.033924, 2 
8,Extrapolation,edge,Light,y,0.043843, 2 
8,Spring,edge,Light,y,0.041200, 2 
9,Displacement,edge,Light,y,0.034166, 2 
9,Extrapolation,edge,Light,y,0.043539, 2 
9,Spring,edge,Light,y,0.041926, 2 
10,Displacement,edge,Light,y,0.041370, 2 
10,Extrapolation,edge,Light,y,0.050589, 2 
10,Spring,edge,Light,y,0.048179, 2 
1,Displacement,edge,Medium,y,0.061152, 2 
1,Extrapolation,edge,Medium,y,0.069247, 2 
1,Spring,edge,Medium,y,0.067302, 2 
2,Displacement,edge,Medium,y,0.057294, 2 
2,Extrapolation,edge,Medium,y,0.065789, 2 
2,Spring,edge,Medium,y,0.064039, 2 
3,Displacement,edge,Medium,y,0.072934, 2 
3,Extrapolation,edge,Medium,y,0.079986, 2 
3,Spring,edge,Medium,y,0.079125, 2 
4,Displacement,edge,Medium,y,0.073930, 2 
4,Extrapolation,edge,Medium,y,0.080768, 2 
4,Spring,edge,Medium,y,0.080824, 2 
5,Displacement,edge,Medium,y,0.075394, 2 
5,Extrapolation,edge,Medium,y,0.081931, 2 
5,Spring,edge,Medium,y,0.082603, 2 
6,Displacement,edge,Medium,y,0.080405, 2 
6,Extrapolation,edge,Medium,y,0.086453, 2 
6,Spring,edge,Medium,y,0.087367, 2 
7,Displacement,edge,Medium,y,0.092529, 2 
7,Extrapolation,edge,Medium,y,0.097796, 2 
7,Spring,edge,Medium,y,0.099316, 2 
8,Displacement,edge,Medium,y,0.095780, 2 
8,Extrapolation,edge,Medium,y,0.100320, 2 
8,Spring,edge,Medium,y,0.103364, 2 
9,Displacement,edge,Medium,y,0.097048, 2 
9,Extrapolation,edge,Medium,y,0.101010, 2 
9,Spring,edge,Medium,y,0.104765, 2 
10,Displacement,edge,Medium,y,0.102534, 2 
10,Extrapolation,edge,Medium,y,0.105986, 2 
10,Spring,edge,Medium,y,0.110376, 2 
1,Displacement,edge,Strong,y,0.095236, 2 
1,Extrapolation,edge,Strong,y,0.098951, 2 
1,Spring,edge,Strong,y,0.103947, 2 
2,Displacement,edge,Strong,y,0.101782, 2 
2,Extrapolation,edge,Strong,y,0.104100, 2 
2,Spring,edge,Strong,y,0.110755, 2 
3,Displacement,edge,Strong,y,0.099187, 2 
3,Extrapolation,edge,Strong,y,0.099965, 2 
3,Spring,edge,Strong,y,0.108990, 2 
4,Displacement,edge,Strong,y,0.102322, 2 
4,Extrapolation,edge,Strong,y,0.102935, 2 
4,Spring,edge,Strong,y,0.112668, 2 
5,Displacement,edge,Strong,y,0.107298, 2 
5,Extrapolation,edge,Strong,y,0.106504, 2 
5,Spring,edge,Strong,y,0.118241, 2 
6,Displacement,edge,Strong,y,0.107685, 2 
