Run,Model,Location,Intensity,Direction,Value,Occlusions
8,Spring,center,Strong,xz-,0.097154, 3 
9,Displacement,center,Strong,xz-,0.073118, 3 
9,Extrapolation,center,Strong,xz-,0.051071, 3 
9,Spring,center,Strong,xz-,0.101406, 3 
10,Displacement,center,Strong,xz-,0.072348, 3 
10,Extrapolation,center,Strong,xz-,0.047840, 3 
10,Spring,center,Strong,xz-,0.100496, 3 
1,Displacement,center,Light,y,0.000000, 2 
1,Extrapolation,center,Light,y,0.018145, 2 
1,Spring,center,Light,y,0.056245, 2 
2,Displacement,center,Light,y,0.004810, 2 
2,Extrapolation,center,Light,y,0.017134, 2 
2,Spring,center,Light,y,0.055686, 2 
3,Displacement,center,Light,y,0.006774, 2 
3,Extrapolation,center,Light,y,0.015400, 2 
3,Spring,center,Light,y,0.050942, 2 
4,Displacement,center,Light,y,0.004229, 2 
4,Extrapolation,center,Light,y,0.017965, 2 
4,Spring,center,Light,y,0.056757, 2 
5,Displacement,center,Light,y,0.016715, 2 
5,Extrapolation,center,Light,y,0.020261, 2 
5,Spring,center,Light,y,0.060644, 2 
6,Displacement,center,Light,y,0.029686, 2 
6,Extrapolation,center,Light,y,0.026813, 2 
6,Spring,center,Light,y,0.068165, 2 
7,Displacement,center,Light,y,0.035126, 2 
7,Extrapolation,center,Light,y,0.032148, 2 
7,Spring,center,Light,y,0.077063, 2 
8,Displacement,center,Light,y,0.044397, 2 
8,Extrapolation,center,Light,y,0.038107, 2 
8,Spring,center,Light,y,0.082352, 2 
9,Displacement,center,Light,y,0.046700, 2 
9,Extrapolation,center,Light,y,0.037778, 2 
9,Spring,center,Light,y,0.086311, 2 
10,Displacement,center,Light,y,0.055847, 2 
10,Extrapolation,center,Light,y,0.044191, 2 
10,Spring,center,Light,y,0.096756, 2 
1,Displacement,center,Medium,y,0.060105, 2 
1,Extrapolation,center,Medium,y,0.046444, 2 
1,Spring,center,Medium,y,0.101120, 2 
2,Displacement,center,Medium,y,0.066218, 2 
2,Extrapolation,center,Medium,y,0.050057, 2 
2,Spring,center,Medium,y,0.107583, 2 
3,Displacement,center,Medium,y,0.068121, 2 
3,Extrapolation,center,Medium,y,0.051577, 2 
3,Spring,center,Medium,y,0.111545, 2 
4,Displacement,center,Medium,y,0.073575, 2 
4,Extrapolation,center,Medium,y,0.054786, 2 
4,Spring,center,Medium,y,0.116326, 2 
5,Displacement,center,Medium,y,0.075648, 2 
5,Extrapolation,center,Medium,y,0.055374, 2 
5,Spring,center,Medium,y,0.123328, 2 
6,Displacement,center,Medium,y,0.077103, 2 
6,Extrapolation,center,Medium,y,0.052122, 2 
6,Spring,center,Medium,y,0.121452, 2 
7,Displacement,center,Medium,y,0.077257, 2 
7,Extrapolation,center,Medium,y,0.050752, 2 
7,Spring,center,Medium,y,0.120120, 2 
8,Displacement,center,Medium,y,0.082653, 2 
8,Extrapolation,center,Medium,y,0.054680, 2 
8,Spring,center,Medium,y,0.128274, 2 
9,Displacement,center,Medium,y,0.087813, 2 
9,Extrapolation,center,Medium,y,0.057704, 2 
9,Spring,center,Medium,y,0.132523, 2 
10,Displacement,center,Medium,y,0.085412, 2 
10,Extrapolation,center,Medium,y,0.054527, 2 
10,Spring,center,Medium,y,0.130537, 2 
1,Displacement,center,Strong,y,0.091547, 2 
1,Extrapolation,center,Strong,y,0.060777, 2 
1,Spring,center,Strong,y,0.137180, 2 
2,Displacement,center,Strong,y,0.093305, 2 
2,Extrapolation,center,Strong,y,0.060910, 2 
2,Spring,center,Strong,y,0.140005, 2 
3,Displacement,center,Strong,y,0.094900, 2 
3,Extrapolation,center,Strong,y,0.062096, 2 
3,Spring,center,Strong,y,0.146130, 2 
4,Displacement,center,Strong,y,0.089383, 2 
4,Extrapolation,center,Strong,y,0.052815, 2 
4,Spring,center,Strong,y,0.133928, 2 
5,Displacement,center,Strong,y,0.097931, 2 
5,Extrapolation,center,Strong,y,0.057775, 2 
5,Spring,center,Strong,y,0.137773, 2 
6,Displacement,center,Strong,y,0.100207, 2 
6,Extrapolation,center,Strong,y,0.059355, 2 
6,Spring,center,Strong,y,0.140037, 2 
7,Displacement,center,Strong,y,0.107312, 2 
7,Extrapolation,center,Strong,y,0.065911, 2 
7,Spring,center,Strong,y,0.148528, 2 
8,Displacement,center,Strong,y,0.117087, 2 
8,Extrapolation,center,Strong,y,0.073853, 2 
8,Spring,center,Strong,y,0.157361, 2 
9,Displacement,center,Strong,y,0.113073, 2 
9,Extrapolation,center,Strong,y,0.068799, 2 
9,Spring,center,Strong,y,0.153539, 2 
10,Displacement,center,Strong,y,0.121053, 2 
10,Extrapolation,center,Strong,y,0.077418, 2 
10,Spring,center,Strong,y,0.160325, 2 
1,Displacement,center,Light,yz+,0.000000, 2 
1,Extrapolation,center,Light,yz+,0.006028, 2 
1,Spring,center,Light,yz+,0.046909, 2 
2,Displacement,center,Light,yz+,0.009035, 2 
2,Extrapolation,center,Light,yz+,0.010104, 2 
2,Spring,center,Light,yz+,0.049548, 2 
3,Displacement,center,Light,yz+,0.013693, 2 
3,Extrapolation,center,Light,yz+,0.012574, 2 
3,Spring,center,Light,yz+,0.052954, 2 
4,Displacement,center,Light,yz+,0.019860, 2 
4,Extrapolation,center,Light,yz+,0.018755, 2 
4,Spring,center,Light,yz+,0.057675, 2 
5,Displacement,center,Light,yz+,0.029213, 2 
5,Extrapolation,center,Light,yz+,0.026941, 2 
5,Spring,center,Light,yz+,0.066188, 2 
6,Displacement,center,Light,yz+,0.038816, 2 
6,Extrapolation,center,Light,yz+,0.046619, 2 
6,Spring,center,Light,yz+,0.073726, 2 
7,Displacement,center,Light,yz+,0.046479, 2 
7,Extrapolation,center,Light,yz+,0.043739, 2 
7,Spring,center,Light,yz+,0.080784, 2 
8,Displacement,center,Light,yz+,0.040716, 2 
8,Extrapolation,center,Light,yz+,0.039410, 2 
8,Spring,center,Light,yz+,0.079136, 2 
9,Displacement,center,Light,yz+,0.042495, 2 
9,Extrapolation,center,Light,yz+,0.042160, 2 
9,Spring,center,Light,yz+,0.080507, 2 
10,Displacement,center,Light,yz+,0.049969, 2 
10,Extrapolation,center,Light,yz+,0.049800, 2 
10,Spring,center,Light,yz+,0.084281, 2 
1,Displacement,center,Medium,yz+,0.051636, 2 
1,Extrapolation,center,Medium,yz+,0.052869, 2 
1,Spring,center,Medium,yz+,0.084616, 2 
2,Displacement,center,Medium,yz+,0.053742, 2 
2,Extrapolation,center,Medium,yz+,0.056711, 2 
2,Spring,center,Medium,yz+,0.086201, 2 
3,Displacement,center,Medium,yz+,0.056564, 2 
3,Extrapolation,center,Medium,yz+,0.055803, 2 
3,Spring,center,Medium,yz+,0.088694, 2 
4,Displacement,center,Medium,yz+,0.054458, 2 
4,Extrapolation,center,Medium,yz+,0.051660, 2 
4,Spring,center,Medium,yz+,0.088818, 2 
5,Displacement,center,Medium,yz+,0.058354, 2 
5,Extrapolation,center,Medium,yz+,0.054489, 2 
5,Spring,center,Medium,yz+,0.092578, 2 
6,Displacement,center,Medium,yz+,0.059365, 2 
6,Extrapolation,center,Medium,yz+,0.056199, 2 
6,Spring,center,Medium,yz+,0.094209, 2 
7,Displacement,center,Medium,yz+,0.066834, 2 
7,Extrapolation,center,Medium,yz+,0.063858, 2 
7,Spring,center,Medium,yz+,0.100206, 2 
8,Displacement,center,Medium,yz+,0.070634, 2 
8,Extrapolation,center,Medium,yz+,0.066677, 2 
8,Spring,center,Medium,yz+,0.102937, 2 
9,Displacement,center,Medium,yz+,0.070510, 2 
9,Extrapolation,center,Medium,yz+,0.064970, 2 
9,Spring,center,Medium,yz+,0.103335, 2 
10,Displacement,center,Medium,yz+,0.083800, 2 
10,Extrapolation,center,Medium,yz+,0.073829, 2 
10,Spring,center,Medium,yz+,0.113991, 2 
1,Displacement,center,Strong,yz+,0.093527, 2 
1,Extrapolation,center,Strong,yz+,0.083667, 2 
1,Spring,center,Strong,yz+,0.122910, 2 
2,Displacement,center,Strong,yz+,0.093640, 2 
2,Extrapolation,center,Strong,yz+,0.081872, 2 
2,Spring,center,Strong,yz+,0.124043, 2 
3,Displacement,center,Strong,yz+,0.099142, 2 
3,Extrapolation,center,Strong,yz+,0.085116, 2 
3,Spring,center,Strong,yz+,0.129438, 2 
4,Displacement,center,Strong,yz+,0.107132, 2 
4,Extrapolation,center,Strong,yz+,0.090471, 2 
4,Spring,center,Strong,yz+,0.137657, 2 
5,Displacement,center,Strong,yz+,0.117583, 2 
5,Extrapolation,center,Strong,yz+,0.098989, 2 
5,Spring,center,Strong,yz+,0.147885, 2 
6,Displacement,center,Strong,yz+,0.118419, 2 
6,Extrapolation,center,Strong,yz+,0.096847, 2 
6,Spring,center,Strong,yz+,0.149434, 2 
7,Displacement,center,Strong,yz+,0.124021, 2 
7,Extrapolation,center,Strong,yz+,0.099216, 2 
7,Spring,center,Strong,yz+,0.154586, 2 
8,Displacement,center,Strong,yz+,0.128436, 2 
8,Extrapolation,center,Strong,yz+,0.099148, 2 
8,Spring,center,Strong,yz+,0.159348, 2 
9,Displacement,center,Strong,yz+,0.137435, 2 
9,Extrapolation,center,Strong,yz+,0.106637, 2 
9,Spring,center,Strong,yz+,0.168385, 2 
10,Displacement,center,Strong,yz+,0.143234, 2 
10,Extrapolation,center,Strong,yz+,0.107281, 2 
10,Spring,center,Strong,yz+,0.172824, 2 
1,Displacement,center,Light,yz-,0.000000, 2 
1,Extrapolation,center,Light,yz-,0.017474, 2 
1,Spring,center,Light,yz-,0.041041, 2 
2,Displacement,center,Light,yz-,0.012138, 2 
2,Extrapolation,center,Light,yz-,0.013695, 2 
2,Spring,center,Light,yz-,0.030906, 2 
3,Displacement,center,Light,yz-,0.024267, 2 
3,Extrapolation,center,Light,yz-,0.017289, 2 
3,Spring,center,Light,yz-,0.020590, 2 
4,Displacement,center,Light,yz-,0.032120, 2 
4,Extrapolation,center,Light,yz-,0.024052, 2 
4,Spring,center,Light,yz-,0.014396, 2 
5,Displacement,center,Light,yz-,0.035979, 2 
5,Extrapolation,center,Light,yz-,0.022452, 2 
5,Spring,center,Light,yz-,0.013942, 2 
6,Displacement,center,Light,yz-,0.037181, 2 
6,Extrapolation,center,Light,yz-,0.022975, 2 
6,Spring,center,Light,yz-,0.019520, 2 
7,Displacement,center,Light,yz-,0.045769, 2 
7,Extrapolation,center,Light,yz-,0.028886, 2 
7,Spring,center,Light,yz-,0.031839, 2 
8,Displacement,center,Light,yz-,0.054252, 2 
8,Extrapolation,center,Light,yz-,0.034591, 2 
8,Spring,center,Light,yz-,0.043075, 2 
9,Displacement,center,Light,yz-,0.061915, 2 
9,Extrapolation,center,Light,yz-,0.039206, 2 
9,Spring,center,Light,yz-,0.053687, 2 
10,Displacement,center,Light,yz-,0.069609, 2 
10,Extrapolation,center,Light,yz-,0.042578, 2 
10,Spring,center,Light,yz-,0.062461, 2 
1,Displacement,center,Medium,yz-,0.071385, 2 
1,Extrapolation,center,Medium,yz-,0.045043, 2 
1,Spring,center,Medium,yz-,0.067164, 2 
2,Displacement,center,Medium,yz-,0.072246, 2 
2,Extrapolation,center,Medium,yz-,0.045564, 2 
2,Spring,center,Medium,yz-,0.072932, 2 
3,Displacement,center,Medium,yz-,0.075384, 2 
3,Extrapolation,center,Medium,yz-,0.044991, 2 
3,Spring,center,Medium,yz-,0.080664, 2 
4,Displacement,center,Medium,yz-,0.082908, 2 
4,Extrapolation,center,Medium,yz-,0.050610, 2 
4,Spring,center,Medium,yz-,0.091767, 2 
5,Displacement,center,Medium,yz-,0.083864, 2 
5,Extrapolation,center,Medium,yz-,0.051221, 2 
5,Spring,center,Medium,yz-,0.096322, 2 
6,Displacement,center,Medium,yz-,0.082629, 2 
6,Extrapolation,center,Medium,yz-,0.049521, 2 
6,Spring,center,Medium,yz-,0.101040, 2 
7,Displacement,center,Medium,yz-,0.084194, 2 
7,Extrapolation,center,Medium,yz-,0.049905, 2 
7,Spring,center,Medium,yz-,0.107017, 2 
8,Displacement,center,Medium,yz-,0.088823, 2 
8,Extrapolation,center,Medium,yz-,0.054801, 2 
8,Spring,center,Medium,yz-,0.114467, 2 
9,Displacement,center,Medium,yz-,0.091673, 2 
9,Extrapolation,center,Medium,yz-,0.056149, 2 
9,Spring,center,Medium,yz-,0.119745, 2 
10,Displacement,center,Medium,yz-,0.091359, 2 
10,Extrapolation,center,Medium,yz-,0.054658, 2 
10,Spring,center,Medium,yz-,0.122481, 2 
1,Displacement,center,Strong,yz-,0.093384, 2 
1,Extrapolation,center,Strong,yz-,0.056550, 2 
1,Spring,center,Strong,yz-,0.126085, 2 
2,Displacement,center,Strong,yz-,0.096652, 2 
2,Extrapolation,center,Strong,yz-,0.060214, 2 
2,Spring,center,Strong,yz-,0.129595, 2 
3,Displacement,center,Strong,yz-,0.099860, 2 
3,Extrapolation,center,Strong,yz-,0.062592, 2 
3,Spring,center,Strong,yz-,0.133016, 2 
4,Displacement,center,Strong,yz-,0.101018, 2 
4,Extrapolation,center,Strong,yz-,0.067157, 2 
4,Spring,center,Strong,yz-,0.135426, 2 
5,Displacement,center,Strong,yz-,0.098685, 2 
5,Extrapolation,center,Strong,yz-,0.060021, 2 
5,Spring,center,Strong,yz-,0.133500, 2 
6,Displacement,center,Strong,yz-,0.101285, 2 
6,Extrapolation,center,Strong,yz-,0.062260, 2 
6,Spring,center,Strong,yz-,0.135112, 2 
7,Displacement,center,Strong,yz-,0.106190, 2 
7,Extrapolation,center,Strong,yz-,0.060579, 2 
7,Spring,center,Strong,yz-,0.140626, 2 
8,Displacement,center,Strong,yz-,0.109648, 2 
8,Extrapolation,center,Strong,yz-,0.062449, 2 
8,Spring,center,Strong,yz-,0.142243, 2 
9,Displacement,center,Strong,yz-,0.111398, 2 
9,Extrapolation,center,Strong,yz-,0.063529, 2 
9,Spring,center,Strong,yz-,0.142651, 2 
10,Displacement,center,Strong,yz-,0.112549, 2 
10,Extrapolation,center,Strong,yz-,0.064594, 2 
10,Spring,center,Strong,yz-,0.143303, 2 
1,Displacement,center,Light,z+,0.000000, 2 
1,Extrapolation,center,Light,z+,0.018289, 2 
1,Spring,center,Light,z+,0.055499, 2 
2,Displacement,center,Light,z+,0.012566, 2 
2,Extrapolation,center,Light,z+,0.027529, 2 
2,Spring,center,Light,z+,0.064941, 2 
3,Displacement,center,Light,z+,0.020441, 2 
3,Extrapolation,center,Light,z+,0.035832, 2 
3,Spring,center,Light,z+,0.073868, 2 
4,Displacement,center,Light,z+,0.030155, 2 
4,Extrapolation,center,Light,z+,0.045149, 2 
4,Spring,center,Light,z+,0.083341, 2 
5,Displacement,center,Light,z+,0.029389, 2 
5,Extrapolation,center,Light,z+,0.038712, 2 
5,Spring,center,Light,z+,0.091689, 2 
6,Displacement,center,Light,z+,0.028197, 2 
6,Extrapolation,center,Light,z+,0.032857, 2 
6,Spring,center,Light,z+,0.096181, 2 
7,Displacement,center,Light,z+,0.028434, 2 
7,Extrapolation,center,Light,z+,0.029754, 2 
7,Spring,center,Light,z+,0.099886, 2 
8,Displacement,center,Light,z+,0.030877, 2 
8,Extrapolation,center,Light,z+,0.028070, 2 
8,Spring,center,Light,z+,0.102407, 2 
9,Displacement,center,Light,z+,0.029819, 2 
9,Extrapolation,center,Light,z+,0.023219, 2 
9,Spring,center,Light,z+,0.103232, 2 
10,Displacement,center,Light,z+,0.030292, 2 
10,Extrapolation,center,Light,z+,0.020871, 2 
10,Spring,center,Light,z+,0.102693, 2 
1,Displacement,center,Medium,z+,0.030752, 2 
1,Extrapolation,center,Medium,z+,0.016965, 2 
1,Spring,center,Medium,z+,0.102285, 2 
2,Displacement,center,Medium,z+,0.032808, 2 
2,Extrapolation,center,Medium,z+,0.017168, 2 
2,Spring,center,Medium,z+,0.102863, 2 
3,Displacement,center,Medium,z+,0.035034, 2 
3,Extrapolation,center,Medium,z+,0.019259, 2 
3,Spring,center,Medium,z+,0.103587, 2 
4,Displacement,center,Medium,z+,0.036227, 2 
4,Extrapolation,center,Medium,z+,0.017313, 2 
4,Spring,center,Medium,z+,0.104788, 2 
5,Displacement,center,Medium,z+,0.033826, 2 
5,Extrapolation,center,Medium,z+,0.016933, 2 
5,Spring,center,Medium,z+,0.103862, 2 
6,Displacement,center,Medium,z+,0.036258, 2 
6,Extrapolation,center,Medium,z+,0.016708, 2 
6,Spring,center,Medium,z+,0.102752, 2 
7,Displacement,center,Medium,z+,0.039880, 2 
7,Extrapolation,center,Medium,z+,0.012535, 2 
7,Spring,center,Medium,z+,0.103513, 2 
8,Displacement,center,Medium,z+,0.048140, 2 
8,Extrapolation,center,Medium,z+,0.012375, 2 
8,Spring,center,Medium,z+,0.107032, 2 
9,Displacement,center,Medium,z+,0.051431, 2 
9,Extrapolation,center,Medium,z+,0.011159, 2 
9,Spring,center,Medium,z+,0.110202, 2 
10,Displacement,center,Medium,z+,0.054595, 2 
10,Extrapolation,center,Medium,z+,0.013430, 2 
10,Spring,center,Medium,z+,0.113725, 2 
1,Displacement,center,Strong,z+,0.056965, 2 
1,Extrapolation,center,Strong,z+,0.014041, 2 
1,Spring,center,Strong,z+,0.115506, 2 
2,Displacement,center,Strong,z+,0.061459, 2 
2,Extrapolation,center,Strong,z+,0.011671, 2 
2,Spring,center,Strong,z+,0.117738, 2 
3,Displacement,center,Strong,z+,0.064940, 2 
3,Extrapolation,center,Strong,z+,0.013538, 2 
3,Spring,center,Strong,z+,0.121321, 2 
4,Displacement,center,Strong,z+,0.066097, 2 
4,Extrapolation,center,Strong,z+,0.013547, 2 
4,Spring,center,Strong,z+,0.123388, 2 
5,Displacement,center,Strong,z+,0.068861, 2 
5,Extrapolation,center,Strong,z+,0.013995, 2 
5,Spring,center,Strong,z+,0.125521, 2 
6,Displacement,center,Strong,z+,0.073355, 2 
6,Extrapolation,center,Strong,z+,0.014981, 2 
6,Spring,center,Strong,z+,0.126584, 2 
7,Displacement,center,Strong,z+,0.079909, 2 
7,Extrapolation,center,Strong,z+,0.015978, 2 
7,Spring,center,Strong,z+,0.129643, 2 
8,Displacement,center,Strong,z+,0.088304, 2 
8,Extrapolation,center,Strong,z+,0.021815, 2 
8,Spring,center,Strong,z+,0.134657, 2 
9,Displacement,center,Strong,z+,0.097354, 2 
9,Extrapolation,center,Strong,z+,0.028201, 2 
9,Spring,center,Strong,z+,0.139532, 2 
10,Displacement,center,Strong,z+,0.104352, 2 
10,Extrapolation,center,Strong,z+,0.033054, 2 
10,Spring,center,Strong,z+,0.145650, 2 
1,Displacement,center,Light,z-,0.000505, 2 
1,Extrapolation,center,Light,z-,0.027404, 2 
1,Spring,center,Light,z-,0.049988, 2 
2,Displacement,center,Light,z-,0.009976, 2 
2,Extrapolation,center,Light,z-,0.017434, 2 
2,Spring,center,Light,z-,0.037253, 2 
3,Displacement,center,Light,z-,0.019845, 2 
3,Extrapolation,center,Light,z-,0.013106, 2 
3,Spring,center,Light,z-,0.027372, 2 
4,Displacement,center,Light,z-,0.028263, 2 
4,Extrapolation,center,Light,z-,0.007377, 2 
4,Spring,center,Light,z-,0.015879, 2 
5,Displacement,center,Light,z-,0.030856, 2 
5,Extrapolation,center,Light,z-,0.005538, 2 
5,Spring,center,Light,z-,0.006238, 2 
6,Displacement,center,Light,z-,0.033516, 2 
6,Extrapolation,center,Light,z-,0.011759, 2 
6,Spring,center,Light,z-,0.014356, 2 
7,Displacement,center,Light,z-,0.034959, 2 
7,Extrapolation,center,Light,z-,0.007129, 2 
7,Spring,center,Light,z-,0.018725, 2 
8,Displacement,center,Light,z-,0.035590, 2 
8,Extrapolation,center,Light,z-,0.011954, 2 
8,Spring,center,Light,z-,0.028759, 2 
9,Displacement,center,Light,z-,0.037986, 2 
9,Extrapolation,center,Light,z-,0.013599, 2 
9,Spring,center,Light,z-,0.037844, 2 
10,Displacement,center,Light,z-,0.036251, 2 
10,Extrapolation,center,Light,z-,0.014743, 2 
10,Spring,center,Light,z-,0.048173, 2 
1,Displacement,center,Medium,z-,0.038925, 2 
1,Extrapolation,center,Medium,z-,0.017027, 2 
1,Spring,center,Medium,z-,0.056364, 2 
2,Displacement,center,Medium,z-,0.044125, 2 
2,Extrapolation,center,Medium,z-,0.014575, 2 
2,Spring,center,Medium,z-,0.064363, 2 
3,Displacement,center,Medium,z-,0.045353, 2 
3,Extrapolation,center,Medium,z-,0.016664, 2 
3,Spring,center,Medium,z-,0.071286, 2 
4,Displacement,center,Medium,z-,0.046884, 2 
4,Extrapolation,center,Medium,z-,0.017514, 2 
4,Spring,center,Medium,z-,0.076160, 2 
5,Displacement,center,Medium,z-,0.053811, 2 
5,Extrapolation,center,Medium,z-,0.017539, 2 
5,Spring,center,Medium,z-,0.081757, 2 
6,Displacement,center,Medium,z-,0.060641, 2 
6,Extrapolation,center,Medium,z-,0.019629, 2 
6,Spring,center,Medium,z-,0.085815, 2 
7,Displacement,center,Medium,z-,0.065905, 2 
7,Extrapolation,center,Medium,z-,0.023249, 2 
7,Spring,center,Medium,z-,0.091091, 2 
8,Displacement,center,Medium,z-,0.063333, 2 
8,Extrapolation,center,Medium,z-,0.014973, 2 
8,Spring,center,Medium,z-,0.094813, 2 
9,Displacement,center,Medium,z-,0.069965, 2 
9,Extrapolation,center,Medium,z-,0.016291, 2 
9,Spring,center,Medium,z-,0.098322, 2 
10,Displacement,center,Medium,z-,0.071001, 2 
10,Extrapolation,center,Medium,z-,0.014092, 2 
10,Spring,center,Medium,z-,0.100753, 2 
1,Displacement,center,Strong,z-,0.076400, 2 
1,Extrapolation,center,Strong,z-,0.012394, 2 
1,Spring,center,Strong,z-,0.103504, 2 
2,Displacement,center,Strong,z-,0.085156, 2 
2,Extrapolation,center,Strong,z-,0.063512, 2 
2,Spring,center,Strong,z-,0.106540, 2 
3,Displacement,center,Strong,z-,0.086555, 2 
3,Extrapolation,center,Strong,z-,0.014003, 2 
3,Spring,center,Strong,z-,0.112717, 2 
4,Displacement,center,Strong,z-,0.090753, 2 
4,Extrapolation,center,Strong,z-,0.015390, 2 
4,Spring,center,Strong,z-,0.117175, 2 
5,Displacement,center,Strong,z-,0.094742, 2 
5,Extrapolation,center,Strong,z-,0.014362, 2 
5,Spring,center,Strong,z-,0.121766, 2 
6,Displacement,center,Strong,z-,0.099892, 2 
6,Extrapolation,center,Strong,z-,0.015607, 2 
6,Spring,center,Strong,z-,0.124467, 2 
7,Displacement,center,Strong,z-,0.104999, 2 
7,Extrapolation,center,Strong,z-,0.016488, 2 
7,Spring,center,Strong,z-,0.127780, 2 
8,Displacement,center,Strong,z-,0.112199, 2 
8,Extrapolation,center,Strong,z-,0.020593, 2 
8,Spring,center,Strong,z-,0.133165, 2 
9,Displacement,center,Strong,z-,0.120383, 2 
9,Extrapolation,center,Strong,z-,0.029056, 2 
9,Spring,center,Strong,z-,0.137807, 2 
10,Displacement,center,Strong,z-,0.129547, 2 
10,Extrapolation,center,Strong,z-,0.035712, 2 
10,Spring,center,Strong,z-,0.144316, 2 
1,Displacement,edge,Light,x,0.000000, 2 
1,Extrapolation,edge,Light,x,0.017621, 2 
1,Spring,edge,Light,x,0.029914, 2 
2,Displacement,edge,Light,x,0.004582, 2 
2,Extrapolation,edge,Light,x,0.019088, 2 
2,Spring,edge,Light,x,0.029396, 2 
3,Displacement,edge,Light,x,0.005011, 2 
3,Extrapolation,edge,Light,x,0.019306, 2 
3,Spring,edge,Light,x,0.028728, 2 
4,Displacement,edge,Light,x,0.009037, 2 
4,Extrapolation,edge,Light,x,0.024795, 2 
4,Spring,edge,Light,x,0.029758, 2 
5,Displacement,edge,Light,x,0.010751, 2 
5,Extrapolation,edge,Light,x,0.024828, 2 
5,Spring,edge,Light,x,0.030551, 2 
6,Displacement,edge,Light,x,0.017803, 2 
6,Extrapolation,edge,Light,x,0.029562, 2 
6,Spring,edge,Light,x,0.034215, 2 
7,Displacement,edge,Light,x,0.016771, 2 
7,Extrapolation,edge,Light,x,0.026009, 2 
7,Spring,edge,Light,x,0.031515, 2 
8,Displacement,edge,Light,x,0.025235, 2 
8,Extrapolation,edge,Light,x,0.029262, 2 
8,Spring,edge,Light,x,0.036824, 2 
9,Displacement,edge,Light,x,0.034165, 2 
9,Extrapolation,edge,Light,x,0.038252, 2 
9,Spring,edge,Light,x,0.044578, 2 
10,Displacement,edge,Light,x,0.036803, 2 
10,Extrapolation,edge,Light,x,0.039130, 2 
10,Spring,edge,Light,x,0.046760, 2 
1,Displacement,edge,Medium,x,0.046365, 2 
1,Extrapolation,edge,Medium,x,0.046305, 2 
1,Spring,edge,Medium,x,0.054518, 2 
2,Displacement,edge,Medium,x,0.043160, 2 
2,Extrapolation,edge,Medium,x,0.043924, 2 
2,Spring,edge,Medium,x,0.052322, 2 
3,Displacement,edge,Medium,x,0.042958, 2 
3,Extrapolation,edge,Medium,x,0.042712, 2 
3,Spring,edge,Medium,x,0.052247, 2 
4,Displacement,edge,Medium,x,0.048248, 2 
4,Extrapolation,edge,Medium,x,0.047342, 2 
4,Spring,edge,Medium,x,0.057027, 2 
5,Displacement,edge,Medium,x,0.049132, 2 
5,Extrapolation,edge,Medium,x,0.047025, 2 
5,Spring,edge,Medium,x,0.058135, 2 
6,Displacement,edge,Medium,x,0.053261, 2 
6,Extrapolation,edge,Medium,x,0.049776, 2 
6,Spring,edge,Medium,x,0.062213, 2 
7,Displacement,edge,Medium,x,0.055023, 2 
7,Extrapolation,edge,Medium,x,0.050315, 2 
7,Spring,edge,Medium,x,0.063644, 2 
8,Displacement,edge,Medium,x,0.060926, 2 
8,Extrapolation,edge,Medium,x,0.055540, 2 
8,Spring,edge,Medium,x,0.070085, 2 
9,Displacement,edge,Medium,x,0.067165, 2 
9,Extrapolation,edge,Medium,x,0.059401, 2 
9,Spring,edge,Medium,x,0.076142, 2 
10,Displacement,edge,Medium,x,0.062740, 2 
10,Extrapolation,edge,Medium,x,0.054420, 2 
10,Spring,edge,Medium,x,0.072688, 2 
1,Displacement,edge,Strong,x,0.070095, 2 
1,Extrapolation,edge,Strong,x,0.059698, 2 
1,Spring,edge,Strong,x,0.078301, 2 
2,Displacement,edge,Strong,x,0.069398, 2 
2,Extrapolation,edge,Strong,x,0.058609, 2 
2,Spring,edge,Strong,x,0.078451, 2 
3,Displacement,edge,Strong,x,0.071761, 2 
3,Extrapolation,edge,Strong,x,0.059986, 2 
3,Spring,edge,Strong,x,0.081125, 2 
4,Displacement,edge,Strong,x,0.072391, 2 
4,Extrapolation,edge,Strong,x,0.060972, 2 
4,Spring,edge,Strong,x,0.083126, 2 
5,Displacement,edge,Strong,x,0.082974, 2 
5,Extrapolation,edge,Strong,x,0.070276, 2 
5,Spring,edge,Strong,x,0.092853, 2 
6,Displacement,edge,Strong,x,0.078102, 2 
6,Extrapolation,edge,Strong,x,0.065239, 2 
6,Spring,edge,Strong,x,0.089397, 2 
7,Displacement,edge,Strong,x,0.077240, 2 
7,Extrapolation,edge,Strong,x,0.062352, 2 
7,Spring,edge,Strong,x,0.089187, 2 
8,Displacement,edge,Strong,x,0.082396, 2 
8,Extrapolation,edge,Strong,x,0.068424, 2 
8,Spring,edge,Strong,x,0.094998, 2 
9,Displacement,edge,Strong,x,0.077991, 2 
9,Extrapolation,edge,Strong,x,0.063077, 2 
9,Spring,edge,Strong,x,0.091906, 2 
10,Displacement,edge,Strong,x,0.083757, 2 
10,Extrapolation,edge,Strong,x,0.069504, 2 
10,Spring,edge,Strong,x,0.097670, 2 
1,Displacement,edge,Light,xy,0.000000, 2 
1,Extrapolation,edge,Light,xy,0.019191, 2 
1,Spring,edge,Light,xy,0.027452, 2 
2,Displacement,edge,Light,xy,0.006367, 2 
2,Extrapolation,edge,Light,xy,0.022557, 2 
2,Spring,edge,Light,xy,0.028650, 2 
3,Displacement,edge,Light,xy,0.004241, 2 
